confidence_score,interaction_type,partner_in_mosaic,partner_symbol,source_db,target_id,updated_at
902,physical,False,DPF2,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
871,physical,False,PHF10,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
853,physical,False,BRD2,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
833,physical,False,ACTL6B,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
806,physical,False,FAU,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
801,physical,False,DPF1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
796,physical,False,DPF3,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
778,physical,False,NOP53,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
773,physical,False,BRD3,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
760,physical,False,BRD7,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
724,physical,False,NCR1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
720,physical,False,RB1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
603,physical,False,ATAD5,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
598,physical,False,ACTB,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
580,physical,False,BANF1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
579,physical,False,MGMT,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
571,physical,False,CHD4,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
570,physical,False,JMJD6,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
553,physical,False,SS18L1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
549,physical,False,NSD3,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
501,physical,False,DMBT1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
491,physical,False,LGI1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
479,physical,True,IDH2,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
459,physical,False,SS18L2,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
439,physical,True,IDH1,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
435,physical,False,PMS2,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
413,physical,False,RPS28,STRING,BICRA,2026-05-26 12:34:15.738456+00:00
999,physical,True,KRAS,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,True,MAP2K1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,False,NRAS,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,False,YWHAZ,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,True,RAF1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,False,HRAS,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
998,physical,True,MAP2K2,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
998,physical,True,ARAF,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
998,physical,False,HSP90AB1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
997,physical,False,YWHAQ,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
994,physical,False,YWHAE,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
994,physical,True,YWHAB,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
993,physical,False,YWHAH,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
993,physical,False,YWHAG,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
991,physical,False,CDC37,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
989,physical,False,RAP1A,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
984,physical,False,HSP90AA1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
983,physical,False,IQGAP1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
979,physical,False,PPP5C,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
970,physical,False,SPRY2,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
965,physical,False,MRAS,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
960,physical,False,RAP1B,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
960,physical,False,MAPK3,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
959,physical,False,ARRB2,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
956,physical,False,RRAS,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
954,physical,False,KIAA1549,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
951,physical,False,RRAS2,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
949,physical,True,MAPK1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
947,physical,True,PIK3CA,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
943,physical,False,PRKCG,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
943,physical,True,PTEN,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
939,physical,False,KSR1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
937,physical,False,PRKCA,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
927,physical,False,RPS6KB2,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
925,physical,True,GSK3B,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
922,physical,True,PRKACA,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
922,physical,False,PRKACB,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
922,physical,False,PRKACG,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
919,physical,False,ARRB1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
910,physical,False,PRKCE,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
909,physical,False,PRKCB,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
903,physical,False,NF1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
900,physical,True,SOS1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
892,physical,True,CDKN2A,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
887,physical,True,TP53,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
885,physical,False,SFN,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
876,physical,False,MLH1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
869,physical,False,RAPGEF1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
864,physical,True,CCND1,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
862,physical,True,PTPN11,STRING,BRAF,2026-05-26 12:34:15.738456+00:00
999,physical,False,BRIP1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,TOPBP1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,BARD1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,PALB2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,True,TP53,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,True,ATM,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,FANCD2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,MRE11,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,BABAM2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,BABAM1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,BRCC3,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,MDC1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,RAD50,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,True,BRCA2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,ABRAXAS1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,TP53BP1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,True,CHEK2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,RBBP8,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,ESR1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,H2AX,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,True,MYC,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,UIMC1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,RAD51,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
998,physical,False,ZNF350,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
997,physical,False,UBE2D3,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
997,physical,False,BRAP,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
996,physical,False,MSH6,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
996,physical,True,ATR,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
996,physical,True,CHEK1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
995,physical,False,FANCA,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
995,physical,False,BAP1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
995,physical,False,ACACA,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
994,physical,False,MLH1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
994,physical,False,MSH2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
993,physical,False,NBN,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
993,physical,False,FANCI,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
993,physical,True,AKT1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
990,physical,False,SETX,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
987,physical,False,RAD52,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
986,physical,False,EP300,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
984,physical,True,CDK2,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
983,physical,False,WRN,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
983,physical,True,SMARCA4,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
983,physical,False,DHX9,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
982,physical,False,RNF168,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
981,physical,False,EXO1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
980,physical,False,RAD51C,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
974,physical,False,CSTF1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
974,physical,False,BLM,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
974,physical,True,PARP1,STRING,BRCA1,2026-05-26 12:34:15.738456+00:00
999,physical,False,BARD1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,PALB2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,FANCD2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,RAD51C,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,SEM1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,RAD51,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,True,BRCA1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,XRCC3,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
998,physical,False,BRIP1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
997,physical,False,BCCIP,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
997,physical,False,FANCG,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
997,physical,False,EMSY,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
996,physical,False,PLK1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
996,physical,False,FANCI,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
995,physical,True,TP53,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
995,physical,True,ATM,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
993,physical,False,RAD52,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
985,physical,True,PARP1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
985,physical,True,CHEK2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
984,physical,False,BRCC3,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
983,physical,False,RBBP8,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
983,physical,False,RAD51D,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
982,physical,False,XRCC2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
979,physical,False,DMC1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
977,physical,False,FLNA,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
973,physical,False,H2AX,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
969,physical,False,SYCP3,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
968,physical,False,MSH2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
968,physical,False,FANCA,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
967,physical,False,MSH6,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
967,physical,False,MRE11,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
967,physical,False,RAD51D-2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
963,physical,True,CHEK1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
961,physical,False,RAD51B,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
960,physical,False,BABAM2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
954,physical,False,MLH1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
953,physical,False,KAT2B,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
953,physical,False,BUB1B,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
951,physical,False,HSF2BP,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
951,physical,False,EXO1,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
947,physical,False,PMS2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
946,physical,True,CDK2,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
943,physical,True,CDK4,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
942,physical,False,HMG20B,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
939,physical,False,PDS5B,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
937,physical,False,FANCM,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
935,physical,False,BLM,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
934,physical,False,USP11,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
931,physical,False,RAD9A,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
929,physical,False,HMMR,STRING,BRCA2,2026-05-26 12:34:15.738456+00:00
999,physical,False,H4C6,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
999,physical,False,CCNT1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
999,physical,False,CDK9,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
999,physical,False,JMJD6,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
999,physical,False,NSD3,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
999,physical,False,RELA,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
995,physical,False,H3-3B,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
993,physical,False,H3C13,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
993,physical,False,H4C7,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
992,physical,False,H3C12,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
991,physical,False,H3-4,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
990,physical,False,H3-5,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
990,physical,False,H3-2,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
990,physical,True,TP53,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
989,physical,False,CHD4,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
988,physical,False,EP300,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
987,physical,False,HEXIM1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
984,physical,False,DEFB1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
981,physical,False,NUTM1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
981,physical,False,CCNT2,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
978,physical,False,CRBN,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
969,physical,True,AR,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
961,physical,False,BRD2,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
960,physical,False,BRD3,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
960,physical,False,FOXO3,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
957,physical,False,CHD8,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
957,physical,True,SMARCA4,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
954,physical,False,CDK7,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
954,physical,True,HDAC1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
950,physical,False,NIPBL,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
941,physical,False,NSD2,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
941,physical,False,ATAD5,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
941,physical,True,MYC,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
939,physical,True,VHL,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
933,physical,False,POLR2A,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
927,physical,True,BICRA,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
926,physical,True,BRDT,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
921,physical,False,ELOB,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
921,physical,False,ELOC,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
918,physical,False,E2F1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
917,physical,False,BRD9,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
914,physical,False,SPOP,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
897,physical,False,MTHFD1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
890,physical,False,MYCN,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
889,physical,False,MED1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
882,physical,False,LARP7,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
873,physical,True,DOT1L,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
870,physical,False,KMT2A,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
870,physical,False,TOP2A,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
862,physical,False,DMAP1,STRING,BRD4,2026-05-26 12:34:15.738456+00:00
989,physical,False,H4C7,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
988,physical,False,H4C6,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
946,physical,False,BRD2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
930,physical,False,DEFB1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
926,physical,True,BRD4,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
915,physical,False,BRD3,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
913,physical,False,CDK9,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
909,physical,False,CCNT1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3-3B,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3C13,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3-5,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3C12,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3-4,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
708,physical,False,H3-2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
682,physical,False,AASDHPPT,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
675,physical,False,NUTM1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
671,physical,False,TAF7,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
657,physical,False,TAF1L,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
624,physical,False,DEFB4A,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
620,physical,False,NSD3,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
600,physical,False,TSGA10,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
595,physical,False,TAF7L,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
594,physical,True,SMARCA4,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
574,physical,False,SUN5,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
570,physical,False,PMFBP1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
558,physical,False,CAGE1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
555,physical,False,SP140L,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
552,physical,False,CCNT2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
543,physical,False,ADAM2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
536,physical,False,H2AZ1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
532,physical,False,TNP1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
530,physical,False,TAF1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
523,physical,False,BRPF1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
519,physical,False,E2F1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
512,physical,False,SP140,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
506,physical,True,MYC,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
501,physical,False,TNP2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
499,physical,True,TP53,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
454,physical,False,YEATS4,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
453,physical,False,PRM3,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
450,physical,False,SMARCE1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
449,physical,False,MAGEC1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
449,physical,False,BANF1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
448,physical,False,ACTL6A,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
441,physical,True,ATAD2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
438,physical,False,RNF17,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
436,physical,False,KAT6A,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
435,physical,False,MAGEC2,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
433,physical,False,ALDH1A1,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
432,physical,False,SRCAP,STRING,BRDT,2026-05-26 12:34:15.738456+00:00
954,physical,False,SLC9A1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
919,physical,False,SLC4A1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
893,physical,False,SLC4A4,STRING,CA2,2026-05-26 12:34:15.738456+00:00
871,physical,False,TCIRG1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
841,physical,False,ATP6V1B1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
833,physical,False,CA1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
819,physical,False,CBSL,STRING,CA2,2026-05-26 12:34:15.738456+00:00
819,physical,False,CBS,STRING,CA2,2026-05-26 12:34:15.738456+00:00
806,physical,False,CLCN7,STRING,CA2,2026-05-26 12:34:15.738456+00:00
799,physical,False,CYP24A1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
797,physical,False,ATP4A,STRING,CA2,2026-05-26 12:34:15.738456+00:00
795,physical,False,OSTM1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
793,physical,False,SLC4A7,STRING,CA2,2026-05-26 12:34:15.738456+00:00
792,physical,False,ATP12A,STRING,CA2,2026-05-26 12:34:15.738456+00:00
791,physical,True,CTSK,STRING,CA2,2026-05-26 12:34:15.738456+00:00
790,physical,False,HSPD1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
785,physical,False,SLC4A8,STRING,CA2,2026-05-26 12:34:15.738456+00:00
777,physical,False,PLEKHM1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
766,physical,False,ENO1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
764,physical,False,SLC16A1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
763,physical,True,SLC9A3,STRING,CA2,2026-05-26 12:34:15.738456+00:00
698,physical,False,CALM3,STRING,CA2,2026-05-26 12:34:15.738456+00:00
693,physical,False,SLC26A3,STRING,CA2,2026-05-26 12:34:15.738456+00:00
693,physical,False,CA3,STRING,CA2,2026-05-26 12:34:15.738456+00:00
691,physical,False,CA7,STRING,CA2,2026-05-26 12:34:15.738456+00:00
658,physical,False,SLC16A3,STRING,CA2,2026-05-26 12:34:15.738456+00:00
657,physical,True,CFTR,STRING,CA2,2026-05-26 12:34:15.738456+00:00
645,physical,False,SLC16A4,STRING,CA2,2026-05-26 12:34:15.738456+00:00
642,physical,False,CA13,STRING,CA2,2026-05-26 12:34:15.738456+00:00
637,physical,True,CA9,STRING,CA2,2026-05-26 12:34:15.738456+00:00
625,physical,False,ACP5,STRING,CA2,2026-05-26 12:34:15.738456+00:00
625,physical,False,LTF,STRING,CA2,2026-05-26 12:34:15.738456+00:00
622,physical,False,ALB,STRING,CA2,2026-05-26 12:34:15.738456+00:00
621,physical,False,OSGEP,STRING,CA2,2026-05-26 12:34:15.738456+00:00
602,physical,False,SLC4A9,STRING,CA2,2026-05-26 12:34:15.738456+00:00
594,physical,False,RCVRN,STRING,CA2,2026-05-26 12:34:15.738456+00:00
591,physical,False,SLC2A5,STRING,CA2,2026-05-26 12:34:15.738456+00:00
589,physical,False,TNFRSF11A,STRING,CA2,2026-05-26 12:34:15.738456+00:00
587,physical,False,TNFSF11,STRING,CA2,2026-05-26 12:34:15.738456+00:00
569,physical,False,MBP,STRING,CA2,2026-05-26 12:34:15.738456+00:00
561,physical,False,RPF2,STRING,CA2,2026-05-26 12:34:15.738456+00:00
557,physical,False,CA4,STRING,CA2,2026-05-26 12:34:15.738456+00:00
555,physical,True,SRC,STRING,CA2,2026-05-26 12:34:15.738456+00:00
551,physical,False,GYPA,STRING,CA2,2026-05-26 12:34:15.738456+00:00
551,physical,False,ATP6V0A4,STRING,CA2,2026-05-26 12:34:15.738456+00:00
544,physical,False,SLC4A2,STRING,CA2,2026-05-26 12:34:15.738456+00:00
534,physical,False,BSG,STRING,CA2,2026-05-26 12:34:15.738456+00:00
525,physical,False,SLC26A9,STRING,CA2,2026-05-26 12:34:15.738456+00:00
522,physical,False,SLC26A4,STRING,CA2,2026-05-26 12:34:15.738456+00:00
522,physical,False,NFATC1,STRING,CA2,2026-05-26 12:34:15.738456+00:00
944,physical,True,HIF1A,STRING,CA9,2026-05-26 12:34:15.738456+00:00
908,physical,False,EPAS1,STRING,CA9,2026-05-26 12:34:15.738456+00:00
886,physical,False,SLC16A4,STRING,CA9,2026-05-26 12:34:15.738456+00:00
883,physical,False,SLC16A3,STRING,CA9,2026-05-26 12:34:15.738456+00:00
849,physical,False,SLC2A1,STRING,CA9,2026-05-26 12:34:15.738456+00:00
806,physical,False,ARNT,STRING,CA9,2026-05-26 12:34:15.738456+00:00
784,physical,False,CYP24A1,STRING,CA9,2026-05-26 12:34:15.738456+00:00
