clinical_status,compound_id,indication_id,max_phase,source_doc_id
preclinical,CHEMBL1009,mesh_d012148,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d020521,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d008268,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d002659,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d010146,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d005879,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d007024,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d014029,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d001037,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d000550,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d001930,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d013313,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d001416,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d000417,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d003930,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d059350,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d000690,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d001249,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d012559,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d010300,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d017204,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d016115,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d012174,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d019970,0,chembl:CHEMBL1009
preclinical,CHEMBL1009,mesh_d013119,0,chembl:CHEMBL1009
preclinical,CHEMBL101,mesh_d012216,0,chembl:CHEMBL101
preclinical,CHEMBL101,mesh_d063806,0,chembl:CHEMBL101
preclinical,CHEMBL101,mesh_d018771,0,chembl:CHEMBL101
preclinical,CHEMBL1014,mesh_d006973,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d003920,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d010146,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d020521,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d002318,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d006333,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d011507,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d000787,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d050197,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d012078,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d006978,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d006937,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d001943,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d003327,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d009203,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d000075222,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d003922,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d003924,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d045169,0,chembl:CHEMBL1014
preclinical,CHEMBL1014,mesh_d001930,0,chembl:CHEMBL1014
preclinical,CHEMBL1017,mesh_d006973,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d006331,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d015658,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d002318,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d003928,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d020181,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d007690,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d000419,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d052439,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d003920,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d009203,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d020521,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d009437,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d000075222,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d000544,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d003924,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d045169,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d007674,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d064129,0,chembl:CHEMBL1017
preclinical,CHEMBL1017,mesh_d007676,0,chembl:CHEMBL1017
preclinical,CHEMBL1021,mesh_d005128,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d007249,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d015877,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d008269,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d002386,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d010149,0,chembl:CHEMBL1021
preclinical,CHEMBL1021,mesh_d013508,0,chembl:CHEMBL1021
preclinical,CHEMBL1025,mesh_d005901,0,chembl:CHEMBL1025
preclinical,CHEMBL1026,mesh_d058186,0,chembl:CHEMBL1026
preclinical,CHEMBL1026,mesh_d006973,0,chembl:CHEMBL1026
preclinical,CHEMBL1034,mesh_d055623,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d009135,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d010146,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d020370,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d001172,0,chembl:CHEMBL1034
preclinical,CHEMBL3545010,mesh_d010300,0,chembl:CHEMBL3545010
preclinical,CHEMBL5283463,mesh_d009369,0,chembl:CHEMBL5283463
preclinical,CHEMBL5283463,mesh_d001943,0,chembl:CHEMBL5283463
preclinical,CHEMBL52885,mesh_d010190,0,chembl:CHEMBL52885
preclinical,CHEMBL1034,mesh_d007249,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d006073,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d013471,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d000740,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d006470,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d010032,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d013180,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d059350,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d014098,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d017116,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d001749,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d011843,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d010003,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d010518,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d004381,0,chembl:CHEMBL1034
preclinical,CHEMBL1034,mesh_d012585,0,chembl:CHEMBL1034
preclinical,CHEMBL1042,mesh_d006333,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d006526,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d013978,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d051436,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011014,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d020529,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d014808,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d018149,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003424,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000236,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015451,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d009765,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d007239,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d060825,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003920,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d010024,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d029424,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000163,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d024821,0,chembl:CHEMBL1042
preclinical,CHEMBL52885,mesh_d002289,0,chembl:CHEMBL52885
preclinical,CHEMBL1042,mesh_d043183,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d065626,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003233,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003876,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011247,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015663,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001321,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d061325,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d009902,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d008545,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d002318,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d050723,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015658,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015470,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001471,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d005909,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011085,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011565,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003093,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001171,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d006620,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d007248,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d016640,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011618,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d014581,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d013203,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d014397,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011236,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001851,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d052439,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000326,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000740,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d018798,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015179,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d004827,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d002056,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d012131,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001988,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d002285,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d055623,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003139,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d007251,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d044342,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d012004,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d016481,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d007006,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d005891,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d012878,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d002278,0,chembl:CHEMBL1042
preclinical,CHEMBL52885,mesh_d001943,0,chembl:CHEMBL52885
preclinical,CHEMBL1042,mesh_d010051,0,chembl:CHEMBL1042
preclinical,CHEMBL52885,mesh_d009369,0,chembl:CHEMBL52885
preclinical,CHEMBL1042,mesh_d064129,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003110,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d019337,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003866,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d045169,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d014552,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d006961,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015212,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d015508,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000081207,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001249,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d012559,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003922,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d003924,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d010300,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d006967,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d009103,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d000755,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d014376,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d009456,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d006949,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d016403,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d009369,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d008180,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d001943,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d012871,0,chembl:CHEMBL1042
preclinical,CHEMBL1042,mesh_d011471,0,chembl:CHEMBL1042
preclinical,CHEMBL1046,mesh_d006470,0,chembl:CHEMBL1046
preclinical,CHEMBL1046,mesh_d001018,0,chembl:CHEMBL1046
preclinical,CHEMBL1046,mesh_d012393,0,chembl:CHEMBL1046
preclinical,CHEMBL1046,mesh_d007249,0,chembl:CHEMBL1046
preclinical,CHEMBL1046,mesh_d003398,0,chembl:CHEMBL1046
preclinical,CHEMBL1054,mesh_d002318,0,chembl:CHEMBL1054
preclinical,CHEMBL1055,mesh_d006973,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d002318,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d002561,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d006331,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d000787,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d007676,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d016757,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d003920,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d009203,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d050197,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d017202,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d006937,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d003327,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d006333,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d014115,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d009404,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d005921,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d000075222,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d003922,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d003924,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d007669,0,chembl:CHEMBL1055
preclinical,CHEMBL1055,mesh_d014652,0,chembl:CHEMBL1055
preclinical,CHEMBL1064,mesh_d029424,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d052439,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006937,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d001281,0,chembl:CHEMBL1064
preclinical,CHEMBL52885,mesh_d015179,0,chembl:CHEMBL52885
preclinical,CHEMBL1064,mesh_d015228,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d002543,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d002318,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d019694,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d011014,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d020529,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d013345,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d002289,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d058729,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d012772,0,chembl:CHEMBL1064
preclinical,CHEMBL5314385,mesh_d052439,0,chembl:CHEMBL5314385
preclinical,CHEMBL1064,mesh_d051436,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d015658,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d011085,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d015451,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d014820,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d012852,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d050171,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006938,0,chembl:CHEMBL1064
preclinical,CHEMBL5314391,mesh_d015470,0,chembl:CHEMBL5314391
preclinical,CHEMBL1064,mesh_d050197,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006973,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003930,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d000506,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006333,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d016540,0,chembl:CHEMBL1064
preclinical,CHEMBL5314391,mesh_d002292,0,chembl:CHEMBL5314391
preclinical,CHEMBL5314391,mesh_d009101,0,chembl:CHEMBL5314391
preclinical,CHEMBL1064,mesh_d007249,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d010518,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d008103,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d012004,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d014605,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d004827,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d001172,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d055752,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d007889,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d009101,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d011471,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d007383,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d014652,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d054058,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d011236,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d020786,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d017202,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d049970,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d052016,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d018805,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006950,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d020521,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003928,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d002311,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d015209,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d020528,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d012893,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d008258,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d059350,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006975,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d002340,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d061218,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d010195,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d013274,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d001749,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006976,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d001943,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d064129,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d008175,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d007414,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003920,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d008223,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003324,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003327,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d009902,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d000083242,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d010051,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d045169,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d009203,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d007251,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d019446,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d000075222,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d000544,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d001249,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003922,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003924,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d010300,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d008881,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d009103,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d003550,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d019082,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d015794,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d000755,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d009634,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006949,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d006528,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d050500,0,chembl:CHEMBL1064
preclinical,CHEMBL1064,mesh_d010190,0,chembl:CHEMBL1064
preclinical,CHEMBL1069,mesh_d006333,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d006973,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d001281,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d003920,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d002312,0,chembl:CHEMBL1069
preclinical,CHEMBL5314391,mesh_d002289,0,chembl:CHEMBL5314391
preclinical,CHEMBL1069,mesh_d002318,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d051436,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d007674,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d050197,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d054058,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d006937,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d052439,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d024821,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d003327,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d000072657,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d000072658,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d020521,0,chembl:CHEMBL1069
preclinical,CHEMBL5314391,mesh_d010051,0,chembl:CHEMBL5314391
preclinical,CHEMBL5314391,mesh_d009369,0,chembl:CHEMBL5314391
preclinical,CHEMBL1069,mesh_d058729,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d002598,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d009203,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d006976,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d018487,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d001022,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d000075222,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d003924,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d009394,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d003928,0,chembl:CHEMBL1069
preclinical,CHEMBL1069,mesh_d045169,0,chembl:CHEMBL1069
preclinical,CHEMBL1070,mesh_d012216,0,chembl:CHEMBL1070
preclinical,CHEMBL1070,mesh_d001172,0,chembl:CHEMBL1070
preclinical,CHEMBL1070,mesh_d010003,0,chembl:CHEMBL1070
preclinical,CHEMBL1071,mesh_d012216,0,chembl:CHEMBL1071
preclinical,CHEMBL1071,mesh_d001172,0,chembl:CHEMBL1071
preclinical,CHEMBL1071,mesh_d001171,0,chembl:CHEMBL1071
preclinical,CHEMBL1071,mesh_d010003,0,chembl:CHEMBL1071
preclinical,CHEMBL1079742,mesh_d002289,0,chembl:CHEMBL1079742
preclinical,CHEMBL1079742,mesh_d008654,0,chembl:CHEMBL1079742
preclinical,CHEMBL5314391,mesh_d015179,0,chembl:CHEMBL5314391
preclinical,CHEMBL1079742,mesh_d011125,0,chembl:CHEMBL1079742
preclinical,CHEMBL1079742,mesh_d002282,0,chembl:CHEMBL1079742
preclinical,CHEMBL1079742,mesh_d002292,0,chembl:CHEMBL1079742
preclinical,CHEMBL1079742,mesh_d012509,0,chembl:CHEMBL1079742
