clinical_status,compound_id,indication_id,max_phase,source_doc_id
preclinical,CHEMBL1088751,mesh_d001172,0,chembl:CHEMBL1088751
preclinical,CHEMBL1088751,mesh_d029424,0,chembl:CHEMBL1088751
preclinical,CHEMBL1088751,mesh_d010146,0,chembl:CHEMBL1088751
preclinical,CHEMBL1088751,mesh_d051474,0,chembl:CHEMBL1088751
preclinical,CHEMBL1088751,mesh_d010003,0,chembl:CHEMBL1088751
preclinical,CHEMBL1090090,mesh_d001172,0,chembl:CHEMBL1090090
preclinical,CHEMBL1094785,mesh_d029424,0,chembl:CHEMBL1094785
preclinical,CHEMBL1095032,mesh_d054058,0,chembl:CHEMBL1095032
preclinical,CHEMBL1095032,mesh_d054556,0,chembl:CHEMBL1095032
preclinical,CHEMBL1095607,mesh_d008173,0,chembl:CHEMBL1095607
preclinical,CHEMBL1095607,mesh_d001249,0,chembl:CHEMBL1095607
preclinical,CHEMBL1096896,mesh_d029424,0,chembl:CHEMBL1096896
preclinical,CHEMBL1097999,mesh_d009369,0,chembl:CHEMBL1097999
preclinical,CHEMBL1097999,mesh_d011565,0,chembl:CHEMBL1097999
preclinical,CHEMBL113313,mesh_d000375,0,chembl:CHEMBL113313
preclinical,CHEMBL114551,mesh_d001172,0,chembl:CHEMBL114551
preclinical,CHEMBL114551,mesh_d001249,0,chembl:CHEMBL114551
