compound_id,confidence,context_type,mention_count,paper_id
CHEMBL465,1.0,abstract,1,40553974
CHEMBL190461,1.0,abstract,1,40553974
CHEMBL2108724,1.0,abstract,1,40561013
CHEMBL3301610,1.0,abstract,1,40583493
CHEMBL53463,1.0,abstract,1,40593844
CHEMBL2364655,1.0,abstract,1,40593844
CHEMBL667,1.0,abstract,1,40631640
CHEMBL635,1.0,abstract,1,40631640
CHEMBL1229517,1.0,abstract,1,40643496
CHEMBL53463,1.0,abstract,1,40647431
CHEMBL1200689,1.0,abstract,1,40667110
CHEMBL1201631,1.0,abstract,1,39744430
CHEMBL1200761,1.0,abstract,1,40687649
CHEMBL5314341,1.0,abstract,1,39763823
CHEMBL59,1.0,abstract,1,39763823
CHEMBL278703,1.0,abstract,1,40020159
CHEMBL53463,1.0,abstract,1,40158809
CHEMBL3301622,1.0,abstract,1,40209351
CHEMBL4650283,1.0,abstract,1,40209351
CHEMBL112,1.0,abstract,1,40306499
CHEMBL384467,1.0,abstract,1,40340398
CHEMBL576982,1.0,abstract,1,40387346
CHEMBL3301610,1.0,abstract,1,40449480
CHEMBL5314341,1.0,abstract,1,40460831
CHEMBL4559134,1.0,abstract,1,40502048
CHEMBL4582651,1.0,abstract,1,40502048
CHEMBL98,1.0,abstract,1,40529059
CHEMBL4297839,1.0,abstract,1,40532005
CHEMBL2108724,1.0,abstract,1,40532005
CHEMBL5314341,1.0,abstract,1,40532005
CHEMBL1201585,1.0,abstract,1,40532664
CHEMBL4297829,1.0,abstract,1,40532664
CHEMBL3414621,1.0,abstract,1,40533837
CHEMBL4297939,1.0,abstract,2,38981151
CHEMBL3813873,1.0,abstract,1,40538439
CHEMBL535,1.0,abstract,1,40538439
CHEMBL941,1.0,abstract,1,40558511
CHEMBL413,1.0,abstract,1,38980519
CHEMBL408513,1.0,abstract,1,39107200
CHEMBL667,1.0,abstract,1,39379070
CHEMBL521686,1.0,abstract,1,39638687
CHEMBL25,1.0,abstract,1,39976130
CHEMBL3989958,1.0,abstract,1,40100120
CHEMBL1976040,1.0,abstract,1,40112662
CHEMBL4594350,1.0,abstract,1,40153928
CHEMBL3188267,1.0,abstract,1,40246162
CHEMBL1094636,1.0,abstract,2,40256809
CHEMBL3301610,1.0,abstract,1,40285528
CHEMBL3545110,1.0,abstract,1,40285528
CHEMBL294199,1.0,abstract,1,40354857
CHEMBL521686,1.0,abstract,1,40377785
CHEMBL256087,1.0,abstract,1,40378651
CHEMBL4535757,1.0,abstract,1,40381528
CHEMBL4594350,1.0,abstract,1,40381528
CHEMBL521686,1.0,abstract,1,40384022
CHEMBL1200511,1.0,abstract,1,40409404
CHEMBL4303525,1.0,abstract,1,40439120
CHEMBL3301610,1.0,abstract,1,40452017
CHEMBL1201585,1.0,abstract,1,40072062
CHEMBL4297844,1.0,abstract,1,40072062
CHEMBL4466233,1.0,abstract,1,40459496
CHEMBL3137343,1.0,abstract,1,40460322
CHEMBL1200545,1.0,abstract,1,40468327
CHEMBL24778,1.0,abstract,1,40473608
CHEMBL836,1.0,abstract,1,40473608
CHEMBL5416410,1.0,abstract,1,40474797
CHEMBL3137309,1.0,abstract,1,40474797
CHEMBL443684,1.0,abstract,1,40474797
CHEMBL4297939,1.0,abstract,2,40987130
CHEMBL294199,1.0,abstract,1,40488714
CHEMBL59,1.0,abstract,1,40506045
CHEMBL323197,1.0,abstract,1,40654363
CHEMBL413,1.0,abstract,2,39531634
CHEMBL413,1.0,abstract,1,39573843
CHEMBL5416410,1.0,abstract,1,39573843
CHEMBL413,1.0,abstract,1,39936600
CHEMBL1201631,1.0,abstract,1,39936600
CHEMBL3813873,1.0,abstract,1,39965632
CHEMBL231779,1.0,abstract,1,40015335
CHEMBL25,1.0,abstract,1,40015335
CHEMBL1200689,1.0,abstract,1,40024431
CHEMBL5314341,1.0,abstract,1,40029688
CHEMBL1201631,1.0,abstract,1,40029688
CHEMBL386630,1.0,abstract,1,40049298
CHEMBL3137309,1.0,abstract,1,40066944
CHEMBL3301622,1.0,abstract,1,40081769
CHEMBL3301587,1.0,abstract,1,40093961
CHEMBL1873475,1.0,abstract,1,40108305
CHEMBL413,1.0,abstract,1,40113049
CHEMBL3301622,1.0,abstract,1,40115132
CHEMBL4650281,1.0,abstract,1,40118657
CHEMBL4297774,1.0,abstract,1,40118657
CHEMBL3286830,1.0,abstract,1,40118657
CHEMBL3137309,1.0,abstract,1,40122151
CHEMBL4297522,1.0,abstract,1,40122668
CHEMBL3989958,1.0,abstract,1,40122668
CHEMBL45,1.0,abstract,1,40127816
CHEMBL421,1.0,abstract,1,40147801
CHEMBL413,1.0,abstract,1,40147801
CHEMBL5314341,1.0,abstract,1,40153231
CHEMBL27759,1.0,abstract,1,40175628
CHEMBL4650989,1.0,abstract,1,40179330
CHEMBL3301589,1.0,abstract,1,33239713
CHEMBL140,1.0,abstract,1,39950445
CHEMBL180022,1.0,abstract,1,40252335
CHEMBL3353410,1.0,abstract,1,40290805
CHEMBL5314341,1.0,abstract,1,40364529
CHEMBL2018302,1.0,abstract,1,40377174
CHEMBL1200689,1.0,abstract,1,40389042
CHEMBL5095292,1.0,abstract,1,40440602
CHEMBL3414621,1.0,abstract,1,40464712
CHEMBL27759,1.0,abstract,1,40464712
CHEMBL53463,1.0,abstract,1,40485049
CHEMBL3707227,1.0,abstract,1,40490909
CHEMBL503,1.0,abstract,1,40497992
CHEMBL103,1.0,abstract,1,40497992
CHEMBL53463,1.0,abstract,1,40503053
CHEMBL5314341,1.0,abstract,1,40508146
CHEMBL59,1.0,abstract,1,40508146
CHEMBL1201631,1.0,abstract,1,40508146
CHEMBL3137309,1.0,abstract,1,40539846
CHEMBL1200761,1.0,abstract,2,40038918
CHEMBL39,1.0,abstract,1,40151398
CHEMBL4298128,1.0,abstract,1,40163448
CHEMBL3544914,1.0,abstract,1,40163448
CHEMBL2010601,1.0,abstract,1,40163448
CHEMBL93645,1.0,abstract,1,40195704
CHEMBL2396661,1.0,abstract,1,40303291
CHEMBL1200761,1.0,abstract,2,40327644
CHEMBL5314341,1.0,abstract,1,40474934
CHEMBL1201631,1.0,abstract,1,40474934
CHEMBL521686,1.0,abstract,1,40959288
CHEMBL59,1.0,abstract,1,40963920
CHEMBL2108724,1.0,abstract,1,41019552
CHEMBL4297839,1.0,abstract,1,41019552
CHEMBL1200761,1.0,abstract,1,41050403
CHEMBL1423,1.0,abstract,1,38356266
CHEMBL939,1.0,abstract,1,38584557
CHEMBL1082407,1.0,abstract,1,39563492
CHEMBL3137309,1.0,abstract,1,39667542
CHEMBL53463,1.0,abstract,1,39938490
CHEMBL53463,1.0,abstract,1,40078459
CHEMBL386630,1.0,abstract,1,40290307
CHEMBL3286830,1.0,abstract,1,40376587
CHEMBL1201631,1.0,abstract,1,40453661
CHEMBL1200689,1.0,abstract,1,40875701
CHEMBL3545347,1.0,abstract,2,40955298
CHEMBL3137309,1.0,abstract,1,41030943
CHEMBL1200689,1.0,abstract,1,41200935
CHEMBL2108738,1.0,abstract,1,39447408
CHEMBL3137343,1.0,abstract,1,39447408
CHEMBL4297723,1.0,abstract,1,39447408
CHEMBL3707227,1.0,abstract,1,39447408
CHEMBL3301587,1.0,abstract,1,39447408
CHEMBL3833373,1.0,abstract,1,39447408
CHEMBL1789844,1.0,abstract,1,39447408
CHEMBL2108658,1.0,abstract,1,39447408
CHEMBL3990044,1.0,abstract,1,39447408
CHEMBL4650319,1.0,abstract,1,39481798
CHEMBL521,1.0,abstract,1,39488918
CHEMBL1201631,1.0,abstract,1,39531315
CHEMBL1064,1.0,abstract,1,39577453
CHEMBL1336,1.0,abstract,1,39607826
CHEMBL1201631,1.0,abstract,1,39626675
CHEMBL4594350,1.0,abstract,1,39661665
CHEMBL5416410,1.0,abstract,1,39661665
CHEMBL53463,1.0,abstract,1,39695708
CHEMBL3414621,1.0,abstract,1,39695851
CHEMBL413,1.0,abstract,1,39698262
CHEMBL39,1.0,abstract,1,39702300
CHEMBL500468,1.0,abstract,1,39702649
CHEMBL3137343,1.0,abstract,1,39722028
CHEMBL41,1.0,abstract,1,39759822
CHEMBL39,1.0,abstract,1,39759822
CHEMBL389621,1.0,abstract,1,39759822
CHEMBL2028663,1.0,abstract,1,39763857
CHEMBL3301612,1.0,abstract,1,39763857
CHEMBL553,1.0,abstract,1,39763857
CHEMBL4650215,1.0,abstract,1,40203765
CHEMBL189963,1.0,abstract,1,40203765
CHEMBL39,1.0,abstract,1,39766077
CHEMBL2028663,1.0,abstract,1,39830741
CHEMBL1201585,1.0,abstract,1,39857240
CHEMBL31965,1.0,abstract,1,39861075
CHEMBL3577124,1.0,abstract,1,38168366
CHEMBL5314341,1.0,abstract,1,38472647
CHEMBL5095292,1.0,abstract,1,41446220
CHEMBL59,1.0,abstract,1,40311121
CHEMBL28,1.0,abstract,1,39218272
CHEMBL667,1.0,abstract,1,39243456
CHEMBL1983268,1.0,abstract,1,39250241
CHEMBL2325741,1.0,abstract,1,39284898
CHEMBL3137309,1.0,abstract,1,39284898
CHEMBL2403108,1.0,abstract,1,39288596
CHEMBL667,1.0,abstract,1,39292449
CHEMBL2108738,1.0,abstract,1,39293068
CHEMBL3990044,1.0,abstract,1,39293068
CHEMBL12,1.0,abstract,1,39419485
CHEMBL44657,1.0,abstract,1,39423775
CHEMBL1201585,1.0,abstract,1,39433229
CHEMBL4297844,1.0,abstract,1,39433229
CHEMBL1201631,1.0,abstract,1,39454734
CHEMBL4559134,1.0,abstract,1,39471424
CHEMBL1236962,1.0,abstract,1,39485310
CHEMBL4535757,1.0,abstract,1,39527862
CHEMBL4594350,1.0,abstract,1,39527862
CHEMBL1336,1.0,abstract,1,39527862
CHEMBL554,1.0,abstract,1,39527862
CHEMBL421,1.0,abstract,1,39527862
CHEMBL3545262,1.0,abstract,1,39571340
CHEMBL413,1.0,abstract,1,39579091
CHEMBL103,1.0,abstract,1,39579091
CHEMBL59,1.0,abstract,1,39622370
CHEMBL465,1.0,abstract,1,39622370
CHEMBL3590106,1.0,abstract,2,39626905
CHEMBL1201585,1.0,abstract,1,39627317
CHEMBL730,1.0,abstract,1,39627853
CHEMBL2109427,1.0,abstract,1,41374966
CHEMBL1201585,1.0,abstract,1,39630893
CHEMBL667,1.0,abstract,1,39638823
CHEMBL1762621,1.0,abstract,1,39639305
CHEMBL553,1.0,abstract,1,39639305
CHEMBL4297522,1.0,abstract,1,39643892
CHEMBL1873475,1.0,abstract,1,39644005
CHEMBL3137309,1.0,abstract,1,39644005
CHEMBL117,1.0,abstract,1,39648422
CHEMBL275638,1.0,abstract,1,39648422
CHEMBL189963,1.0,abstract,1,39648753
CHEMBL3545110,1.0,abstract,1,39648753
CHEMBL3301610,1.0,abstract,1,39648753
CHEMBL3301622,1.0,abstract,1,39653657
CHEMBL1551,1.0,abstract,1,39660593
CHEMBL3545347,1.0,abstract,1,39660593
CHEMBL1200689,1.0,abstract,1,39660593
CHEMBL1983268,1.0,abstract,1,39661164
CHEMBL3137309,1.0,abstract,1,40393984
CHEMBL521686,1.0,abstract,1,39690136
CHEMBL2396661,1.0,abstract,1,39769028
CHEMBL3545110,1.0,abstract,1,39769028
CHEMBL4297829,1.0,abstract,1,39806853
CHEMBL3137309,1.0,abstract,1,40552134
CHEMBL502835,1.0,abstract,1,38059334
CHEMBL601719,1.0,abstract,1,38465731
CHEMBL521686,1.0,abstract,1,38796857
CHEMBL1200689,1.0,abstract,1,36740662
CHEMBL1201585,1.0,abstract,1,37952913
CHEMBL1743062,1.0,abstract,1,37952913
CHEMBL2108738,1.0,abstract,1,37952913
CHEMBL2109427,1.0,abstract,1,37952913
CHEMBL1946170,1.0,abstract,1,37952913
CHEMBL1009,1.0,abstract,1,40404673
CHEMBL3039540,1.0,abstract,1,40404732
CHEMBL44657,1.0,abstract,1,39043968
CHEMBL59,1.0,abstract,1,39046621
CHEMBL623,1.0,abstract,1,39046621
CHEMBL85,1.0,abstract,1,39046621
CHEMBL54,1.0,abstract,1,39046621
CHEMBL413,1.0,abstract,1,39235716
CHEMBL4297522,1.0,abstract,1,39297909
CHEMBL521686,1.0,abstract,1,39412086
CHEMBL1789844,1.0,abstract,1,39463028
CHEMBL2108738,1.0,abstract,1,39463028
CHEMBL3137343,1.0,abstract,1,39463028
CHEMBL4297723,1.0,abstract,1,39463028
CHEMBL3707227,1.0,abstract,1,39463028
CHEMBL3833373,1.0,abstract,1,39463028
CHEMBL3301587,1.0,abstract,1,39463028
CHEMBL25,1.0,abstract,1,39465093
CHEMBL941,1.0,abstract,1,39468717
CHEMBL1642,1.0,abstract,1,39468717
CHEMBL1201631,1.0,abstract,1,39474799
CHEMBL414357,1.0,abstract,1,39474799
CHEMBL17157,1.0,abstract,1,39503414
CHEMBL535,1.0,abstract,1,39510472
CHEMBL1112,1.0,abstract,1,39513392
CHEMBL413,1.0,abstract,1,39513392
CHEMBL1201572,1.0,abstract,1,39581580
CHEMBL1201580,1.0,abstract,1,39581580
CHEMBL1164729,1.0,abstract,1,39591665
CHEMBL5416410,1.0,abstract,1,39591665
CHEMBL2108738,1.0,abstract,1,39642635
CHEMBL3990044,1.0,abstract,1,39642635
CHEMBL1789844,1.0,abstract,1,39642635
CHEMBL836,1.0,abstract,1,39658822
CHEMBL1168,1.0,abstract,1,39681828
CHEMBL707,1.0,abstract,1,39681828
CHEMBL608533,1.0,abstract,1,39691247
CHEMBL3301622,1.0,abstract,1,39691247
CHEMBL2109427,1.0,abstract,3,39759684
CHEMBL3545413,1.0,abstract,1,41550150
CHEMBL4130229,1.0,abstract,1,41550150
CHEMBL2316582,1.0,abstract,1,41550150
CHEMBL495727,1.0,abstract,1,41550150
CHEMBL1738757,1.0,abstract,1,41550150
CHEMBL941,1.0,abstract,1,38581291
CHEMBL103,1.0,abstract,1,38869741
CHEMBL39,1.0,abstract,1,39289003
CHEMBL5416410,1.0,abstract,1,39332586
CHEMBL667,1.0,abstract,1,39476946
CHEMBL4535757,1.0,abstract,1,39499616
CHEMBL1983268,1.0,abstract,1,39514550
CHEMBL4298138,1.0,abstract,1,39514550
CHEMBL1201631,1.0,abstract,1,39545420
CHEMBL1091644,1.0,abstract,1,39545420
CHEMBL14762,1.0,abstract,1,40425656
CHEMBL3137309,1.0,abstract,1,40425709
CHEMBL1200761,1.0,abstract,1,39554741
CHEMBL631,1.0,abstract,1,39581704
CHEMBL3137320,1.0,abstract,1,39587643
CHEMBL3647420,1.0,abstract,1,39589549
CHEMBL3137309,1.0,abstract,1,39594670
CHEMBL384467,1.0,abstract,1,39598462
CHEMBL1094636,1.0,abstract,1,39626160
CHEMBL3188267,1.0,abstract,1,39651287
CHEMBL553,1.0,abstract,1,39684551
CHEMBL939,1.0,abstract,1,39684551
CHEMBL554,1.0,abstract,1,39684551
CHEMBL1201577,1.0,abstract,1,39684551
CHEMBL53463,1.0,abstract,1,40429877
CHEMBL5314341,1.0,abstract,1,40442813
CHEMBL45,1.0,abstract,1,38822120
CHEMBL3545347,1.0,abstract,1,41838282
CHEMBL3137309,1.0,abstract,1,39137400
CHEMBL53463,1.0,abstract,1,39217656
CHEMBL1173655,1.0,abstract,1,39244004
CHEMBL672,1.0,abstract,1,39266768
CHEMBL3137309,1.0,abstract,1,40475516
CHEMBL45,1.0,abstract,1,39306019
CHEMBL521686,1.0,abstract,1,39306019
CHEMBL221959,1.0,abstract,1,39360380
CHEMBL3137309,1.0,abstract,1,39369272
CHEMBL941,1.0,abstract,1,39441520
CHEMBL103,1.0,abstract,1,39488601
CHEMBL1088752,1.0,abstract,1,39488616
CHEMBL1946170,1.0,abstract,1,39497108
CHEMBL53463,1.0,abstract,1,39497108
CHEMBL44657,1.0,abstract,1,39497108
CHEMBL1873475,1.0,abstract,1,35178674
CHEMBL3187723,1.0,abstract,1,35178674
CHEMBL1112,1.0,abstract,1,39511179
CHEMBL3414621,1.0,abstract,1,39516467
CHEMBL650,1.0,abstract,1,39516484
CHEMBL45,1.0,abstract,1,39539049
CHEMBL370805,1.0,abstract,1,39539049
CHEMBL632,1.0,abstract,1,39543615
CHEMBL1200384,1.0,abstract,1,39543615
CHEMBL521686,1.0,abstract,1,39594596
CHEMBL1094636,1.0,abstract,1,39594596
CHEMBL506871,1.0,abstract,1,39594596
CHEMBL3137320,1.0,abstract,1,39594596
CHEMBL3137320,1.0,abstract,1,39595575
CHEMBL1201631,1.0,abstract,1,38761346
CHEMBL1057,1.0,abstract,1,38849055
CHEMBL63354,1.0,abstract,1,38856914
CHEMBL140,1.0,abstract,1,38878089
CHEMBL3301589,1.0,abstract,1,38959291
CHEMBL4594350,1.0,abstract,1,38975874
CHEMBL4535757,1.0,abstract,1,38975874
CHEMBL941,1.0,abstract,1,39093014
CHEMBL5416410,1.0,abstract,1,39093014
CHEMBL288441,1.0,abstract,1,39093014
CHEMBL255863,1.0,abstract,1,39093014
CHEMBL1467,1.0,abstract,1,39137147
CHEMBL859,1.0,abstract,1,39137147
CHEMBL3353410,1.0,abstract,1,39146623
CHEMBL189963,1.0,abstract,1,39146623
CHEMBL2408045,1.0,abstract,1,36352028
CHEMBL1201631,1.0,abstract,1,39978711
CHEMBL180022,1.0,abstract,1,39191139
CHEMBL5416410,1.0,abstract,1,39191139
CHEMBL1201585,1.0,abstract,1,39191139
CHEMBL1009,1.0,abstract,1,39207521
CHEMBL59,1.0,abstract,1,39207521
CHEMBL4297522,1.0,abstract,1,39226398
CHEMBL3701238,1.0,abstract,1,39226398
CHEMBL444172,1.0,abstract,1,39229920
CHEMBL1200511,1.0,abstract,1,39236935
CHEMBL5314341,1.0,abstract,1,39265079
CHEMBL2109427,1.0,abstract,1,39301632
CHEMBL370805,1.0,abstract,1,39317295
CHEMBL405,1.0,abstract,1,39317295
CHEMBL3353410,1.0,abstract,1,39366135
CHEMBL478629,1.0,abstract,1,39394911
CHEMBL4297610,1.0,abstract,1,39406957
CHEMBL3989958,1.0,abstract,1,39406957
CHEMBL2010601,1.0,abstract,1,39418107
CHEMBL2103870,1.0,abstract,2,39418107
CHEMBL1229517,1.0,abstract,1,39485529
CHEMBL2028663,1.0,abstract,1,39485529
CHEMBL2146883,1.0,abstract,1,39485529
CHEMBL1789844,1.0,abstract,1,39485529
CHEMBL1536,1.0,abstract,1,39534198
CHEMBL846,1.0,abstract,1,39568803
CHEMBL2109427,1.0,abstract,1,39648123
CHEMBL1201585,1.0,abstract,1,39648123
CHEMBL2108738,1.0,abstract,1,39648123
CHEMBL3137343,1.0,abstract,1,39648123
CHEMBL150,1.0,abstract,1,38857680
CHEMBL2218896,1.0,abstract,1,38936978
CHEMBL1201631,1.0,abstract,1,40037458
CHEMBL3137320,1.0,abstract,1,39037758
CHEMBL189963,1.0,abstract,1,39037758
CHEMBL1976040,1.0,abstract,2,39207225
CHEMBL4535757,1.0,abstract,1,40437272
CHEMBL1983268,1.0,abstract,1,40086048
CHEMBL1173655,1.0,abstract,1,39406703
CHEMBL1201631,1.0,abstract,1,39406740
CHEMBL4535757,1.0,abstract,1,39413736
CHEMBL4297190,1.0,abstract,1,39414593
CHEMBL96,1.0,abstract,1,39417532
CHEMBL3990044,1.0,abstract,1,39425148
CHEMBL4535757,1.0,abstract,1,37034616
CHEMBL4594350,1.0,abstract,1,37034616
CHEMBL4297530,1.0,abstract,1,39432146
CHEMBL1201631,1.0,abstract,1,39433858
CHEMBL3137309,1.0,abstract,1,39478582
CHEMBL5314341,1.0,abstract,1,39506938
CHEMBL1201631,1.0,abstract,1,39519538
CHEMBL294199,1.0,abstract,1,38478397
CHEMBL4594350,1.0,abstract,1,38904222
CHEMBL2109427,1.0,abstract,1,40200396
CHEMBL5314341,1.0,abstract,1,40257122
CHEMBL1200694,1.0,abstract,1,40265646
CHEMBL1256,1.0,abstract,1,40265646
CHEMBL59,1.0,abstract,1,40274264
CHEMBL939,1.0,abstract,1,39066480
CHEMBL189963,1.0,abstract,1,39136283
CHEMBL3545110,1.0,abstract,1,39136283
CHEMBL521,1.0,abstract,1,39217416
CHEMBL1200689,1.0,abstract,1,39380119
CHEMBL45,1.0,abstract,1,39396175
CHEMBL2364655,1.0,abstract,1,39539858
CHEMBL2109540,1.0,abstract,1,39539858
CHEMBL28,1.0,abstract,1,37815007
CHEMBL140,1.0,abstract,1,37815007
CHEMBL44,1.0,abstract,1,37815007
CHEMBL151,1.0,abstract,1,37815007
CHEMBL1201631,1.0,abstract,1,39008202
CHEMBL554,1.0,abstract,1,39024803
CHEMBL180022,1.0,abstract,1,39024803
CHEMBL3989868,1.0,abstract,1,39024803
CHEMBL38380,1.0,abstract,1,39088109
CHEMBL1201631,1.0,abstract,1,39104254
CHEMBL14762,1.0,abstract,1,39304713
CHEMBL1201631,1.0,abstract,1,40278870
CHEMBL575060,1.0,abstract,1,40292872
CHEMBL1201631,1.0,abstract,1,39324219
CHEMBL3989870,1.0,abstract,1,39331709
CHEMBL3137309,1.0,abstract,1,40312469
CHEMBL59,1.0,abstract,1,40315317
CHEMBL1112,1.0,abstract,1,40315317
CHEMBL27759,1.0,abstract,1,40316302
CHEMBL1311,1.0,abstract,1,39349423
CHEMBL14762,1.0,abstract,1,39349423
CHEMBL260876,1.0,abstract,1,39376524
CHEMBL1200689,1.0,abstract,1,39408645
CHEMBL3137309,1.0,abstract,1,34602371
CHEMBL1201631,1.0,abstract,1,39410536
CHEMBL1201581,1.0,abstract,1,39467776
CHEMBL1789844,1.0,abstract,1,39467776
CHEMBL2108738,1.0,abstract,1,39467776
CHEMBL189963,1.0,abstract,1,38619193
CHEMBL3301610,1.0,abstract,1,38619193
CHEMBL4802165,1.0,abstract,1,38630383
CHEMBL71,1.0,abstract,1,38755481
CHEMBL157101,1.0,abstract,1,38755481
CHEMBL163,1.0,abstract,1,38755481
CHEMBL5314341,1.0,abstract,1,38858581
CHEMBL39,1.0,abstract,1,38917529
CHEMBL269538,1.0,abstract,1,38924867
CHEMBL521686,1.0,abstract,1,39106163
CHEMBL3353410,1.0,abstract,1,39216477
CHEMBL3809489,1.0,abstract,1,39216477
CHEMBL1201577,1.0,abstract,1,39216477
CHEMBL1016,1.0,abstract,1,39237698
CHEMBL1229517,1.0,abstract,1,39238805
CHEMBL1201619,1.0,abstract,1,39250537
CHEMBL3353410,1.0,abstract,1,39251588
CHEMBL3301622,1.0,abstract,1,39256524
CHEMBL53463,1.0,abstract,1,39427782
CHEMBL1200511,1.0,abstract,1,35464353
CHEMBL941,1.0,abstract,1,39272961
CHEMBL1642,1.0,abstract,1,39272961
CHEMBL535,1.0,abstract,1,39272961
CHEMBL1946170,1.0,abstract,1,39272961
CHEMBL672,1.0,abstract,1,39285303
CHEMBL53463,1.0,abstract,1,39285385
CHEMBL5314341,1.0,abstract,1,39289339
CHEMBL4303201,1.0,abstract,1,40316534
CHEMBL4535757,1.0,abstract,1,40316534
CHEMBL4594350,1.0,abstract,1,40316534
CHEMBL191334,1.0,abstract,1,40323544
CHEMBL413,1.0,abstract,1,39337528
CHEMBL1201631,1.0,abstract,1,39337631
CHEMBL635,1.0,abstract,1,38572553
CHEMBL384467,1.0,abstract,1,38572553
CHEMBL413,1.0,abstract,1,38779754
CHEMBL35,1.0,abstract,1,38779754
CHEMBL435,1.0,abstract,1,38779754
CHEMBL4204794,1.0,abstract,1,38802593
CHEMBL1200511,1.0,abstract,1,38852954
CHEMBL151,1.0,abstract,1,38941817
CHEMBL667,1.0,abstract,1,38942343
CHEMBL941,1.0,abstract,1,38943997
CHEMBL1200761,1.0,abstract,1,38973142
CHEMBL4216467,1.0,abstract,1,38973363
CHEMBL941,1.0,abstract,1,38973363
CHEMBL535,1.0,abstract,1,38973363
CHEMBL1946170,1.0,abstract,1,38973363
CHEMBL3301589,1.0,abstract,1,39002610
CHEMBL667,1.0,abstract,1,39094731
CHEMBL1200689,1.0,abstract,1,39128229
CHEMBL4204794,1.0,abstract,1,40336047
CHEMBL2396661,1.0,abstract,1,40346819
CHEMBL941,1.0,abstract,1,40347390
CHEMBL905,1.0,abstract,1,39159078
CHEMBL59,1.0,abstract,1,39223743
CHEMBL3545347,1.0,abstract,1,39247619
CHEMBL3701238,1.0,abstract,1,39258521
CHEMBL1751,1.0,abstract,1,39258521
CHEMBL1294,1.0,abstract,1,39258521
CHEMBL1057,1.0,abstract,1,39263317
CHEMBL1201631,1.0,abstract,1,39327244
CHEMBL1873475,1.0,abstract,1,39450301
CHEMBL3137309,1.0,abstract,1,39450301
CHEMBL59,1.0,abstract,1,39507617
CHEMBL131,1.0,abstract,1,38701407
CHEMBL656,1.0,abstract,1,38710443
CHEMBL413,1.0,abstract,1,38785062
CHEMBL4298138,1.0,abstract,2,38875108
CHEMBL4297190,1.0,abstract,1,40348748
CHEMBL550,1.0,abstract,1,40348802
CHEMBL3353410,1.0,abstract,1,39059573
CHEMBL3301587,1.0,abstract,1,39113642
CHEMBL3137343,1.0,abstract,1,39113642
CHEMBL1201585,1.0,abstract,1,39164784
CHEMBL4297844,1.0,abstract,1,39164784
CHEMBL1743082,1.0,abstract,2,39164784
CHEMBL53463,1.0,abstract,1,39174500
CHEMBL1650,1.0,abstract,1,39180588
CHEMBL389621,1.0,abstract,1,39180588
CHEMBL1289926,1.0,abstract,1,39220924
CHEMBL1201577,1.0,abstract,1,39262485
CHEMBL554,1.0,abstract,1,37481750
CHEMBL3353410,1.0,abstract,1,37481750
CHEMBL553,1.0,abstract,1,38609654
CHEMBL3137343,1.0,abstract,1,40361988
CHEMBL1057,1.0,abstract,1,40361988
CHEMBL1200600,1.0,abstract,1,40361988
CHEMBL53463,1.0,abstract,1,35882306
CHEMBL554,1.0,abstract,1,39725713
CHEMBL4208229,1.0,abstract,1,40940227
CHEMBL121,1.0,abstract,1,38779820
CHEMBL2396661,1.0,abstract,1,38815877
CHEMBL2325741,1.0,abstract,1,38815877
CHEMBL5314341,1.0,abstract,1,40369498
CHEMBL187266,1.0,abstract,1,38908195
CHEMBL413,1.0,abstract,1,38912807
CHEMBL247951,1.0,abstract,1,38943989
CHEMBL2325741,1.0,abstract,1,38954770
CHEMBL413,1.0,abstract,1,38969297
CHEMBL5314341,1.0,abstract,1,38987598
CHEMBL3707227,1.0,abstract,1,39051165
CHEMBL6068492,1.0,abstract,1,40405900
CHEMBL2109427,1.0,abstract,1,39095563
CHEMBL1201631,1.0,abstract,1,39103322
CHEMBL601719,1.0,abstract,1,39117775
CHEMBL1983268,1.0,abstract,1,39117775
CHEMBL4650989,1.0,abstract,1,39117775
CHEMBL3286830,1.0,abstract,1,39117775
CHEMBL4298138,1.0,abstract,1,39117775
CHEMBL3545307,1.0,abstract,1,39117775
CHEMBL3301622,1.0,abstract,1,39117775
CHEMBL1946170,1.0,abstract,1,39130575
CHEMBL3545262,1.0,abstract,1,39135109
CHEMBL53463,1.0,abstract,1,39153211
CHEMBL2146883,1.0,abstract,1,39202410
CHEMBL53463,1.0,abstract,1,38646672
CHEMBL3264002,1.0,abstract,1,38703673
CHEMBL3137331,1.0,abstract,1,38703673
CHEMBL24828,1.0,abstract,1,38768929
CHEMBL1201577,1.0,abstract,1,38772416
CHEMBL296468,1.0,abstract,1,38772416
CHEMBL1009,1.0,abstract,1,38782350
CHEMBL4297522,1.0,abstract,1,38801887
CHEMBL301982,1.0,abstract,1,38851099
CHEMBL1200689,1.0,abstract,1,40463207
CHEMBL2396661,1.0,abstract,1,38889643
CHEMBL2109427,1.0,abstract,2,38919123
CHEMBL3353410,1.0,abstract,1,38958845
CHEMBL2109406,1.0,abstract,1,38958845
CHEMBL4594611,1.0,abstract,1,38958845
CHEMBL4208229,1.0,abstract,1,39031848
CHEMBL941,1.0,abstract,1,39031848
CHEMBL2103830,1.0,abstract,1,39068301
CHEMBL413,1.0,abstract,1,39092291
CHEMBL59,1.0,abstract,1,39112705
CHEMBL370805,1.0,abstract,1,39112705
