pathway_id,role,target_id
R-HSA-2219530,participant,ESR2
R-HSA-9009391,participant,ESR2
R-HSA-212300,participant,EZH2
R-HSA-5617472,participant,EZH2
R-HSA-3214841,participant,EZH2
R-HSA-9710421,participant,EZH2
R-HSA-9673221,participant,F11
R-HSA-9769739,participant,F11
R-HSA-456926,participant,F2
R-HSA-9769733,participant,F2
R-HSA-9657688,participant,F2
R-HSA-375276,participant,F2
R-HSA-9769739,participant,F2
R-HSA-76009,participant,F2
R-HSA-9769739,participant,F5
R-HSA-9769743,participant,F9
R-HSA-1989781,participant,FDFT1
R-HSA-6802946,participant,FGB
R-HSA-372708,participant,FGB
R-HSA-9769733,participant,FGB
R-HSA-190322,participant,FGFR4
R-HSA-1307965,participant,FGFR4
R-HSA-9649948,participant,FGG
R-HSA-8964058,participant,PLTP
R-HSA-1989781,participant,PPARA
R-HSA-381340,participant,PPARA
R-HSA-9933387,participant,PPARA
R-HSA-9931509,participant,PPARA
R-HSA-9707616,participant,PPARA
R-HSA-9707564,participant,PPARA
R-HSA-9844594,participant,PPARA
R-HSA-200425,participant,PPARD
R-HSA-9844594,participant,PPARG
R-HSA-9660821,participant,PRKACA
R-HSA-9634597,participant,PRKACA
R-HSA-442720,participant,PRKACA
R-HSA-111931,participant,PRKACA
R-HSA-163615,participant,PRKACA
R-HSA-9856530,participant,PRKACA
R-HSA-983231,participant,PRKACA
R-HSA-8963896,participant,PRKACA
R-HSA-163560,participant,PRKACA
R-HSA-9010642,participant,PRKACA
R-HSA-4420097,participant,PRKACA
R-HSA-512988,participant,PRKACA
R-HSA-9646399,participant,PRKN
R-HSA-983168,participant,PRKN
R-HSA-9017802,participant,PSEN2
R-HSA-1169091,participant,PSMA1
R-HSA-5607764,participant,PSMA1
R-HSA-9020702,participant,PSMA1
R-HSA-68949,participant,PSMA1
R-HSA-211733,participant,PSMA1
R-HSA-349425,participant,PSMA1
R-HSA-8852276,participant,PSMA1
R-HSA-69481,participant,PSMA1
R-HSA-174154,participant,PSMA1
R-HSA-2467813,participant,PSMA1
R-HSA-174178,participant,PSMA1
R-HSA-9912633,participant,PSMA1
R-HSA-877300,participant,PTAFR
R-HSA-6783783,participant,PTAFR
R-HSA-392851,participant,PTGIR
R-HSA-391908,participant,PTGIR
R-HSA-2162123,participant,PTGS1
R-HSA-140180,participant,PTGS1
R-HSA-2162123,participant,PTGS2
R-HSA-2142770,participant,PTGS2
R-HSA-9027604,participant,PTGS2
R-HSA-9025094,participant,PTGS2
R-HSA-6785807,participant,PTGS2
R-HSA-6783783,participant,PTGS2
R-HSA-9665348,participant,EGFR
R-HSA-8857538,participant,EGFR
R-HSA-9927432,participant,EGFR
R-HSA-6811558,participant,ESR2
R-HSA-9909649,participant,EZH2
R-HSA-9609690,participant,EZH2
R-HSA-159740,participant,F10
R-HSA-9769743,participant,F11
R-HSA-9657688,participant,F12
R-HSA-9769743,participant,F2
R-HSA-381426,participant,F2
R-HSA-9672391,participant,F2
R-HSA-416476,participant,F2
R-HSA-977606,participant,F2
R-HSA-9629569,participant,F9
R-HSA-9969896,participant,FDFT1
R-HSA-399954,participant,FES
R-HSA-399955,participant,FES
R-HSA-6802955,participant,FGA
R-HSA-6802946,participant,FGA
R-HSA-6802948,participant,FGA
R-HSA-9649948,participant,FGA
R-HSA-5674135,participant,FGA
R-HSA-9656223,participant,FGA
R-HSA-6802952,participant,FGA
R-HSA-354192,participant,FGA
R-HSA-6802955,participant,FGB
R-HSA-216083,participant,FGB
R-HSA-9758919,participant,FGFR1
R-HSA-9793380,participant,FGFR1
R-HSA-5655332,participant,FGFR3
R-HSA-6802955,participant,FGG
R-HSA-6802946,participant,FGG
R-HSA-5674135,participant,FGG
R-HSA-6802952,participant,FGG
R-HSA-354192,participant,FGG
R-HSA-372708,participant,FGG
R-HSA-354194,participant,FGG
R-HSA-9769733,participant,FGG
R-HSA-216083,participant,FGG
R-HSA-166058,participant,FGG
R-HSA-1236974,participant,FGG
R-HSA-5603041,participant,FGG
R-HSA-5602498,participant,FGG
R-HSA-5686938,participant,FGG
R-HSA-114608,participant,FGG
R-HSA-9936686,participant,FGG
R-HSA-194306,participant,FLT1
R-HSA-195399,participant,FLT1
R-HSA-9607240,participant,FLT3
R-HSA-9013695,participant,FLT4
R-HSA-195399,participant,FLT4
R-HSA-9856530,participant,FLT4
R-HSA-70263,participant,FRUCTOSE-B
R-HSA-418555,participant,FSHR
R-HSA-375281,participant,FSHR
R-HSA-72163,participant,FUS
R-HSA-9770562,participant,FUS
R-HSA-72203,participant,FUS
R-HSA-9918481,participant,FUS
R-HSA-389359,participant,FYN
R-HSA-8866376,participant,FYN
R-HSA-9680350,participant,FYN
R-HSA-3928664,participant,FYN
R-HSA-912631,participant,FYN
R-HSA-5621480,participant,FYN
R-HSA-5621575,participant,FYN
R-HSA-3928663,participant,FYN
R-HSA-3928665,participant,FYN
R-HSA-2682334,participant,FYN
R-HSA-3928662,participant,FYN
R-HSA-389356,participant,FYN
R-HSA-389513,participant,FYN
R-HSA-210990,participant,FYN
R-HSA-1433557,participant,FYN
R-HSA-1433559,participant,FYN
R-HSA-9670439,participant,FYN
R-HSA-9664422,participant,FYN
R-HSA-9664323,participant,FYN
R-HSA-2029481,participant,FYN
R-HSA-6811558,participant,FYN
R-HSA-1257604,participant,FYN
R-HSA-2219530,participant,FYN
R-HSA-389357,participant,FYN
R-HSA-2424491,participant,FYN
R-HSA-9706374,participant,FYN
R-HSA-373753,participant,FYN
R-HSA-164944,participant,FYN
R-HSA-4420097,participant,FYN
R-HSA-75892,participant,FYN
R-HSA-399955,participant,FYN
R-HSA-399956,participant,FYN
R-HSA-399954,participant,FYN
R-HSA-375165,participant,FYN
R-HSA-114604,participant,FYN
R-HSA-202733,participant,FYN
R-HSA-69205,participant,G1/S-SPECI
R-HSA-977443,participant,GABRA1
R-HSA-1236394,participant,GABRA1
R-HSA-977443,participant,GABRA4
R-HSA-977443,participant,GABRB2
R-HSA-1236394,participant,GABRB2
R-HSA-71288,participant,GAMT
R-HSA-8986944,participant,GAMT
R-HSA-9925561,participant,GATA4
R-HSA-9937080,participant,GATA4
R-HSA-9925563,participant,GATA4
R-HSA-400511,participant,GATA4
R-HSA-9733709,participant,GATA4
R-HSA-983231,participant,GATA4
R-HSA-9758920,participant,GATA4
R-HSA-9823730,participant,GATA4
R-HSA-9690406,participant,GATA4
R-HSA-5578768,participant,GATA4
R-HSA-2032785,participant,GATA4
R-HSA-416476,participant,GCGR
R-HSA-420092,participant,GCGR
R-HSA-163359,participant,GCGR
R-HSA-418555,participant,GCGR
R-HSA-1474151,participant,GCH1
R-HSA-418555,participant,GIPR
R-HSA-420092,participant,GIPR
R-HSA-9840310,participant,GLA
R-HSA-418555,participant,GLP1R
R-HSA-420092,participant,GLP1R
R-HSA-381676,participant,GLP1R
R-HSA-9634597,participant,GNB5
R-HSA-9009391,participant,GNB5
R-HSA-428930,participant,GNB5
R-HSA-9660821,participant,GNB5
R-HSA-392851,participant,GNB5
R-HSA-392170,participant,GNB5
R-HSA-418555,participant,GNB5
R-HSA-456926,participant,GNB5
R-HSA-4086398,participant,GNB5
R-HSA-418597,participant,GNB5
R-HSA-8964616,participant,GNB5
R-HSA-8964315,participant,GNB5
R-HSA-202040,participant,GNB5
R-HSA-416476,participant,GNRHR
R-HSA-399719,participant,GRIA1
R-HSA-416993,participant,GRIA1
R-HSA-5654693,participant,PTPN11
R-HSA-1059683,participant,PTPN11
R-HSA-5654700,participant,PTPN11
R-HSA-180292,participant,PTPN11
R-HSA-5654712,participant,PTPN11
R-HSA-5654706,participant,PTPN11
R-HSA-1170546,participant,PTPN11
R-HSA-8865999,participant,PTPN11
R-HSA-9607240,participant,PTPN11
R-HSA-8853659,participant,PTPN11
R-HSA-6804756,participant,RAD1
R-HSA-5693607,participant,RAD1
R-HSA-5685938,participant,RAD1
R-HSA-5621575,participant,RAF PROTO-
R-HSA-168638,participant,RIPK2
R-HSA-209543,participant,RIPK2
R-HSA-426117,participant,SLC12A2
R-HSA-189200,participant,SLC45A3
R-HSA-442660,participant,SLC6A3
R-HSA-425986,participant,SLC9A3
R-HSA-201722,participant,SMARCA4
R-HSA-9619665,participant,SMARCA4
R-HSA-9833482,participant,SNCA
R-HSA-379716,participant,SOLUTE CAR
R-HSA-9013149,participant,SOS1
R-HSA-193648,participant,SOS1
R-HSA-428540,participant,SOS1
R-HSA-375165,participant,SOS1
R-HSA-74751,participant,SOS1
R-HSA-179812,participant,SOS1
R-HSA-9607240,participant,SOS1
R-HSA-354194,participant,SOS1
R-HSA-9703648,participant,SOS1
R-HSA-9703465,participant,SOS1
R-HSA-983695,participant,SOS1
R-HSA-9680350,participant,SOS1
R-HSA-5654688,participant,SOS1
R-HSA-5654712,participant,SOS1
R-HSA-5654704,participant,SOS1
R-HSA-1433557,participant,SOS1
R-HSA-9028731,participant,SOS1
R-HSA-9026519,participant,SOS1
R-HSA-2428933,participant,SOS1
R-HSA-5655332,participant,SOS1
R-HSA-5655291,participant,SOS1
R-HSA-9665686,participant,SOS1
R-HSA-9665348,participant,SOS1
R-HSA-9673767,participant,SOS1
R-HSA-1236382,participant,SOS1
R-HSA-2871809,participant,SOS1
R-HSA-74749,participant,SOS1
R-HSA-9842663,participant,SOS1
R-HSA-418555,participant,SRC
R-HSA-9840310,participant,STS
R-HSA-416482,participant,TBXA2R
R-HSA-391908,participant,TBXA2R
R-HSA-5626978,participant,TNF
R-HSA-168638,participant,TNFAIP3
R-HSA-5357905,participant,TNFAIP3
R-HSA-5357956,participant,TNFAIP3
R-HSA-9927353,participant,TNFRSF14
R-HSA-5669034,participant,TNFRSF14
R-HSA-416476,participant,GNB5
R-HSA-418592,participant,GNB5
R-HSA-416482,participant,GNB5
R-HSA-392451,participant,GNB5
R-HSA-420092,participant,GNB5
R-HSA-9856530,participant,GNB5
R-HSA-416993,participant,GRIA2
R-HSA-418886,participant,PTPN11
R-HSA-9703648,participant,PTPN11
R-HSA-9674555,participant,PTPN11
R-HSA-9680350,participant,PTPN11
R-HSA-2586552,participant,PTPN11
R-HSA-9645135,participant,PTPN11
R-HSA-9702518,participant,PTPN11
R-HSA-69473,participant,RAD1
R-HSA-5693616,participant,RAD1
R-HSA-176187,participant,RAD1
R-HSA-430116,participant,RAF PROTO-
R-HSA-1169091,participant,REL
R-HSA-2022377,participant,REN
R-HSA-5689896,participant,RIPK2
R-HSA-4420097,participant,ROCK2
R-HSA-3928663,participant,ROCK2
R-HSA-416482,participant,ROCK2
R-HSA-5627117,participant,ROCK2
R-HSA-9013407,participant,ROCK2
R-HSA-9013106,participant,ROCK2
R-HSA-8980692,participant,ROCK2
R-HSA-9841922,participant,SCD
R-HSA-9029558,participant,SCD
R-HSA-202733,participant,SELE
R-HSA-2672351,participant,SGK1
R-HSA-114604,participant,SHP1
R-HSA-5690714,participant,SHP1
R-HSA-877312,participant,SHP1
R-HSA-912694,participant,SHP1
R-HSA-912526,participant,SHP1
R-HSA-432142,participant,SHP1
R-HSA-210990,participant,SHP1
R-HSA-1433559,participant,SHP1
R-HSA-201556,participant,SHP1
R-HSA-9725371,participant,SHP1
R-HSA-982772,participant,SHP1
R-HSA-9679191,participant,SIGMAR1
R-HSA-426117,participant,SLC12A1
R-HSA-426117,participant,SLC12A3
R-HSA-442660,participant,SLC6A2
R-HSA-379401,participant,SLC6A3
R-HSA-442660,participant,SLC6A4
R-HSA-380615,participant,SLC6A4
R-HSA-352230,participant,SLC6A6
R-HSA-9764725,participant,SMARCA4
R-HSA-8939243,participant,SMARCA4
R-HSA-3214858,participant,SMARCA4
R-HSA-9934037,participant,SMARCA4
R-HSA-9933939,participant,SMARCA4
R-HSA-9933937,participant,SMARCA4
R-HSA-9933947,participant,SMARCA4
R-HSA-9824585,participant,SMARCA4
R-HSA-9845323,participant,SMARCA4
R-HSA-1266695,participant,SMARCA4
R-HSA-3247509,participant,SMARCA4
R-HSA-9933946,participant,SMARCA4
R-HSA-9976102,participant,SMARCA4
R-HSA-977225,participant,SNCA
R-HSA-5660489,participant,SNCB
R-HSA-8983432,participant,SOS1
R-HSA-416482,participant,SOS1
R-HSA-8851805,participant,SOS1
R-HSA-5673001,participant,SOS1
R-HSA-5654699,participant,SOS1
R-HSA-1963640,participant,SOS1
R-HSA-186763,participant,SOS1
R-HSA-5654706,participant,SOS1
R-HSA-5654719,participant,SOS1
R-HSA-112412,participant,SOS1
R-HSA-5668541,participant,TNF
R-HSA-418594,participant,GNB5
R-HSA-418217,participant,GNB5
R-HSA-1296041,participant,GNB5
R-HSA-997272,participant,GNB5
R-HSA-500657,participant,GNB5
R-HSA-381676,participant,GNB5
R-HSA-432040,participant,GNB5
R-HSA-400042,participant,GNB5
R-HSA-6814122,participant,GNB5
R-HSA-375281,participant,GNRHR
R-HSA-5673001,participant,GRIN1
R-HSA-442982,participant,GRIN1
R-HSA-9620244,participant,GRIN1
R-HSA-438066,participant,GRIN1
R-HSA-9617324,participant,GRIN1
R-HSA-9609736,participant,GRIN1
R-HSA-3928662,participant,GRIN1
R-HSA-8849932,participant,GRIN1
R-HSA-6794361,participant,GRIN1
R-HSA-5673001,participant,GRIN2B
R-HSA-442982,participant,GRIN2B
R-HSA-9620244,participant,GRIN2B
R-HSA-438066,participant,GRIN2B
R-HSA-9617324,participant,GRIN2B
R-HSA-9609736,participant,GRIN2B
R-HSA-3928662,participant,GRIN2B
R-HSA-8849932,participant,GRIN2B
R-HSA-6794361,participant,GRIN2B
R-HSA-9032500,participant,GRIN2B
R-HSA-9022699,participant,GRIN2B
R-HSA-8856825,participant,GRK3
R-HSA-418555,participant,GRK6
R-HSA-416476,participant,GRM1
R-HSA-420499,participant,GRM1
R-HSA-6794361,participant,GRM1
R-HSA-418594,participant,GRM4
R-HSA-420499,participant,GRM4
R-HSA-416476,participant,GRM5
R-HSA-420499,participant,GRM5
R-HSA-6794361,participant,GRM5
R-HSA-418594,participant,GRM8
R-HSA-420499,participant,GRM8
R-HSA-69601,participant,GSK3B
R-HSA-75815,participant,GSK3B
R-HSA-9762114,participant,GSK3B
R-HSA-9856649,participant,GSK3B
R-HSA-8939902,participant,GSK3B
R-HSA-5250924,participant,GSK3B
R-HSA-451927,participant,HAVCR2
R-HSA-9856649,participant,HDAC1
R-HSA-9940951,participant,HDAC1
R-HSA-9937850,participant,HDAC1
R-HSA-193670,participant,HDAC1
R-HSA-9701898,participant,HDAC1
R-HSA-2122947,participant,HDAC1
R-HSA-350054,participant,HDAC1
R-HSA-9976102,participant,HDAC1
R-HSA-2894862,participant,HDAC1
R-HSA-2644606,participant,HDAC1
R-HSA-201722,participant,HDAC1
R-HSA-9018519,participant,HDAC1
R-HSA-9824594,participant,HDAC1
R-HSA-9825892,participant,HDAC1
R-HSA-8936459,participant,HDAC1
R-HSA-4641265,participant,HDAC1
R-HSA-2173795,participant,HDAC1
R-HSA-1538133,participant,HDAC1
R-HSA-9725371,participant,HDAC1
R-HSA-427413,participant,HDAC1
R-HSA-4551638,participant,HDAC1
R-HSA-9764725,participant,HDAC1
R-HSA-9022702,participant,HDAC1
R-HSA-9022692,participant,HDAC1
R-HSA-9615017,participant,HDAC1
R-HSA-9022538,participant,HDAC1
R-HSA-3769402,participant,HDAC1
R-HSA-2173796,participant,HDAC1
R-HSA-1362300,participant,HDAC1
R-HSA-1362277,participant,HDAC1
R-HSA-69205,participant,HDAC1
R-HSA-8943724,participant,HDAC1
R-HSA-9679191,participant,HDAC1
R-HSA-3214815,participant,HDAC1
R-HSA-9844594,participant,HDAC1
R-HSA-427389,participant,HDAC1
R-HSA-73762,participant,HDAC1
R-HSA-9843940,participant,HDAC1
R-HSA-9845323,participant,HDAC1
R-HSA-6804758,participant,HDAC1
R-HSA-9022699,participant,HDAC1
R-HSA-983231,participant,HDAC1
R-HSA-8943724,participant,HDAC2
R-HSA-9679191,participant,HDAC2
R-HSA-3214815,participant,HDAC2
R-HSA-9976102,participant,HDAC2
R-HSA-9844594,participant,HDAC2
R-HSA-427389,participant,HDAC2
R-HSA-73762,participant,HDAC2
R-HSA-9843940,participant,HDAC2
R-HSA-9845323,participant,HDAC2
R-HSA-9764725,participant,HDAC2
R-HSA-6804758,participant,HDAC2
R-HSA-9022699,participant,HDAC2
R-HSA-9022692,participant,HDAC2
R-HSA-9615017,participant,HDAC2
R-HSA-983231,participant,HDAC2
R-HSA-2122947,participant,HDAC2
R-HSA-350054,participant,HDAC2
R-HSA-2894862,participant,HDAC2
R-HSA-2644606,participant,HDAC2
R-HSA-9619665,participant,HDAC2
R-HSA-193670,participant,HDAC2
R-HSA-9701898,participant,HDAC2
R-HSA-9940951,participant,HDAC2
R-HSA-9937850,participant,HDAC2
R-HSA-427413,participant,HDAC2
R-HSA-4551638,participant,HDAC2
R-HSA-9613829,participant,HDAC6
R-HSA-1227986,participant,HER2
R-HSA-9634285,participant,HER2
R-HSA-9652282,participant,HER2
R-HSA-8863795,participant,HER2
R-HSA-416572,participant,HER2
R-HSA-8866910,participant,HER2
R-HSA-9938206,participant,HER2
R-HSA-9927418,participant,HER2
R-HSA-9927432,participant,HER2
R-HSA-1227986,participant,HER3
R-HSA-1236394,participant,HER3
R-HSA-9665686,participant,HER3
R-HSA-9664565,participant,HER3
R-HSA-1358803,participant,HER3
R-HSA-8849473,participant,HIF1A
R-HSA-9909649,participant,HIF1A
R-HSA-1234176,participant,HIF1A
R-HSA-2122947,participant,HIF1A
R-HSA-6785807,participant,HIF1A
R-HSA-9825892,participant,HINT1
R-HSA-9856649,participant,HINT1
R-HSA-9619665,participant,HMGCR
R-HSA-6803529,participant,HNRNPH1
R-HSA-72163,participant,HNRNPH1
R-HSA-9770562,participant,HNRNPH1
R-HSA-72203,participant,HNRNPH1
R-HSA-9918481,participant,HNRNPH1
R-HSA-9709570,participant,RAD1
R-HSA-9732724,participant,RAF PROTO-
R-HSA-2672351,participant,RAF PROTO-
R-HSA-392517,participant,RAF PROTO-
R-HSA-9732724,participant,RAF1
R-HSA-5621575,participant,RAF1
R-HSA-2672351,participant,RAF1
R-HSA-430116,participant,RAF1
R-HSA-392517,participant,RAF1
R-HSA-8853659,participant,RET
R-HSA-9830674,participant,RET
R-HSA-9830364,participant,RET
R-HSA-9768919,participant,RET
R-HSA-202424,participant,RIPK2
R-HSA-9613829,participant,RNA-BINDIN
R-HSA-3928662,participant,ROCK2
R-HSA-9679191,participant,ROCK2
R-HSA-416572,participant,ROCK2
R-HSA-9013026,participant,ROCK2
R-HSA-9013422,participant,ROCK2
R-HSA-2426168,participant,SCD
R-HSA-75105,participant,SCD
R-HSA-1257604,participant,SGK1
R-HSA-6804757,participant,SGK1
R-HSA-8986944,participant,SGK1
R-HSA-909733,participant,SHP1
R-HSA-9705671,participant,SHP1
R-HSA-389948,participant,SHP1
R-HSA-9927353,participant,SHP1
R-HSA-512988,participant,SHP1
R-HSA-391160,participant,SHP1
R-HSA-983695,participant,SHP1
R-HSA-877300,participant,SHP1
R-HSA-210993,participant,SOS1
R-HSA-5654700,participant,SOS1
R-HSA-180336,participant,SOS1
R-HSA-2871796,participant,SOS1
R-HSA-1250347,participant,SOS1
R-HSA-8853659,participant,SOS1
R-HSA-1250196,participant,SOS1
R-HSA-5654693,participant,SOS1
R-HSA-912526,participant,SOS1
R-HSA-2179392,participant,SOS1
R-HSA-167044,participant,SOS1
R-HSA-9034864,participant,SOS1
R-HSA-5655302,participant,SOS1
R-HSA-5655253,participant,SOS1
R-HSA-9670439,participant,SOS1
R-HSA-9664565,participant,SOS1
R-HSA-9634285,participant,SOS1
R-HSA-9673770,participant,SOS1
R-HSA-5637810,participant,SOS1
R-HSA-9027284,participant,SOS1
R-HSA-2424491,participant,SOS1
R-HSA-2730905,participant,SOS1
R-HSA-1433559,participant,SOS1
R-HSA-418594,participant,SRC
R-HSA-9680350,participant,SRC
R-HSA-380972,participant,STRADA
R-HSA-1663150,participant,STS
R-HSA-6798695,participant,TARGET OF
R-HSA-428930,participant,TBXA2R
R-HSA-416476,participant,TBXA2R
R-HSA-9013422,participant,TESTIS-SPE
R-HSA-209905,participant,TH
R-HSA-5357786,participant,TNF
R-HSA-75893,participant,TNF
R-HSA-5357905,participant,TNF
R-HSA-5357956,participant,TNF
R-HSA-9942503,participant,TNF
R-HSA-5689896,participant,TNFAIP3
R-HSA-936440,participant,TNFAIP3
R-HSA-5357786,participant,TNFAIP3
R-HSA-1234158,participant,HIF1A
R-HSA-9701898,participant,HIF1A
R-HSA-5628897,participant,TP53
R-HSA-2559585,participant,TP53
R-HSA-6804756,participant,TP53
R-HSA-1912408,participant,TP53
R-HSA-8943724,participant,TP53
R-HSA-5693565,participant,TP53
R-HSA-983231,participant,TP53
R-HSA-6785807,participant,TP53
R-HSA-5689880,participant,TP53
R-HSA-5628897,participant,TP63
R-HSA-9725554,participant,TP63
R-HSA-198933,participant,TRANSCRIPT
R-HSA-2424491,participant,TREM2
R-HSA-2172127,participant,TREM2
R-HSA-416700,participant,TREM2
R-HSA-198933,participant,TREM2
R-HSA-877300,participant,TRIPARTITE
R-HSA-3295583,participant,TRPV1
R-HSA-9856530,participant,TRPV4
R-HSA-5686938,participant,TYROSINE-P
R-HSA-3000480,participant,TYROSINE-P
R-HSA-3000484,participant,TYROSINE-P
R-HSA-6811558,participant,VAV1
R-HSA-2219530,participant,VAV1
R-HSA-196791,participant,VDR
R-HSA-4090294,participant,VDR
R-HSA-383280,participant,VDR
R-HSA-194306,participant,VEGFR1
R-HSA-216083,participant,VON HIPPEL
R-HSA-3238698,participant,WNT3
R-HSA-74259,participant,XDH
R-HSA-9748787,participant,XDH
R-HSA-8851680,participant,XDH
R-HSA-5674135,participant,YWHAB
R-HSA-5673000,participant,YWHAB
R-HSA-9656223,participant,YWHAB
R-HSA-5675221,participant,YWHAB
R-HSA-9649948,participant,YWHAB
R-HSA-9824594,participant,HINT1
R-HSA-114608,participant,HRG
R-HSA-416476,participant,HRH1
R-HSA-390650,participant,HRH1
R-HSA-390650,participant,HRH3
R-HSA-194002,participant,HSD11B1
R-HSA-9757110,participant,HSD11B1
R-HSA-70895,participant,HSD17B10
R-HSA-9837999,participant,HSD17B10
R-HSA-6785470,participant,HSD17B10
R-HSA-8868766,participant,HSD17B10
R-HSA-6787450,participant,HSD17B10
R-HSA-390666,participant,HTR1A
R-HSA-416476,participant,HTR2A
R-HSA-390666,participant,HTR2A
R-HSA-112314,participant,HTR3A
R-HSA-389542,participant,IDH1
R-HSA-9033241,participant,IDH1
R-HSA-71403,participant,IDH2
R-HSA-9854311,participant,IDH2
R-HSA-9837999,participant,IDH2
R-HSA-2151201,participant,IDH2
R-HSA-1236974,participant,IKBKB
R-HSA-445989,participant,IKBKB
R-HSA-5357905,participant,IKBKB
R-HSA-1169091,participant,IKBKB
R-HSA-975144,participant,IKBKB
R-HSA-9833482,participant,IKBKB
R-HSA-5607764,participant,IKBKB
R-HSA-202424,participant,IKBKB
R-HSA-2871837,participant,IKBKB
R-HSA-9020702,participant,IKBKB
R-HSA-937041,participant,IKBKB
R-HSA-9758274,participant,IKBKB
R-HSA-937039,participant,IKBKB
R-HSA-933543,participant,IKBKB
R-HSA-1810476,participant,IKBKB
R-HSA-933542,participant,IKBKB
R-HSA-9705671,participant,IKBKB
R-HSA-168638,participant,IKBKB
R-HSA-5357956,participant,IKBKB
R-HSA-168927,participant,IKBKB
R-HSA-9860927,participant,IKBKB
R-HSA-9909505,participant,IKBKB
R-HSA-209543,participant,IKBKB
R-HSA-209560,participant,IKBKB
R-HSA-5603027,participant,IKBKB
R-HSA-5673001,participant,IL2
R-HSA-912526,participant,IL2
R-HSA-9020558,participant,IL2
R-HSA-8877330,participant,IL2
R-HSA-110056,participant,IL6
R-HSA-112411,participant,IL6
R-HSA-1059683,participant,IL6
R-HSA-9958825,participant,IL6
R-HSA-8853884,participant,IL6
R-HSA-2559582,participant,IL6
R-HSA-9662834,participant,IL6
R-HSA-9660821,participant,IL6
R-HSA-6783783,participant,IL6
R-HSA-6785807,participant,IL6
R-HSA-77387,participant,INS
R-HSA-74752,participant,INS
R-HSA-74713,participant,INSR
R-HSA-74751,participant,INSR
R-HSA-74749,participant,INSR
R-HSA-74752,participant,INSR
R-HSA-6811558,participant,INSR
R-HSA-77387,participant,INSR
R-HSA-114608,participant,ITGA2B
R-HSA-6802955,participant,ITGB3
R-HSA-6802946,participant,ITGB3
R-HSA-6802948,participant,ITGB3
R-HSA-9649948,participant,ITGB3
R-HSA-5674135,participant,ITGB3
R-HSA-9656223,participant,ITGB3
R-HSA-6802952,participant,ITGB3
R-HSA-354192,participant,ITGB3
R-HSA-9769733,participant,ITGB3
R-HSA-216083,participant,ITGB3
R-HSA-445144,participant,ITGB3
R-HSA-114608,participant,ITGB3
R-HSA-372708,participant,ITGB3
R-HSA-354194,participant,ITGB3
R-HSA-3000178,participant,ITGB3
R-HSA-9860927,participant,ITGB3
R-HSA-3000170,participant,ITGB3
R-HSA-1566948,participant,ITGB3
R-HSA-2129379,participant,ITGB3
R-HSA-2173789,participant,ITGB3
R-HSA-210990,participant,ITGB3
R-HSA-4420097,participant,ITGB3
R-HSA-9856532,participant,ITGB3
R-HSA-8943724,participant,JUN
R-HSA-9018519,participant,JUN
R-HSA-9909649,participant,JUN
R-HSA-9976102,participant,JUN
R-HSA-1912408,participant,JUN
R-HSA-2871796,participant,JUN
R-HSA-2559580,participant,JUN
R-HSA-450341,participant,JUN
R-HSA-5617472,participant,JUN
R-HSA-9673324,participant,JUN
R-HSA-9725370,participant,JUN
R-HSA-5687128,participant,JUN
R-HSA-5576890,participant,KCNA5
R-HSA-1296072,participant,KCNA5
R-HSA-5576890,participant,KCNH2
R-HSA-1296072,participant,KCNH2
R-HSA-1296067,participant,KCNJ1
R-HSA-5578775,participant,KCNJ11
R-HSA-382556,participant,KCNJ11
R-HSA-5678420,participant,KCNJ11
R-HSA-5683177,participant,KCNJ11
R-HSA-422356,participant,KCNJ11
R-HSA-1296025,participant,KCNJ11
R-HSA-418457,participant,KCNMA1
R-HSA-1296052,participant,KCNMA1
R-HSA-9667769,participant,KCNMA1
R-HSA-9662360,participant,KCNMA1
R-HSA-9856530,participant,KDR
R-HSA-9927418,participant,KIT
R-HSA-9927426,participant,KIT
R-HSA-8866910,participant,KIT
R-HSA-1433559,participant,KIT
R-HSA-1433557,participant,KIT
R-HSA-381340,participant,KITA-KYUSH
R-HSA-9616222,participant,KLF5
R-HSA-381340,participant,KLF5
R-HSA-381426,participant,KLK1
R-HSA-6802946,participant,KRAS
R-HSA-8951936,participant,KRAS
R-HSA-2132295,participant,LAG3
R-HSA-2028269,participant,LATS1
R-HSA-6811558,participant,LCK
R-HSA-2219530,participant,LCK
R-HSA-389359,participant,LCK
R-HSA-202427,participant,LCK
R-HSA-389513,participant,LCK
R-HSA-1433557,participant,LCK
R-HSA-9670439,participant,LCK
R-HSA-164944,participant,LCK
R-HSA-114604,participant,LCK
R-HSA-8963889,participant,LPL
R-HSA-975634,participant,LPL
R-HSA-8857538,participant,LRRK2
R-HSA-2129379,participant,LTBP3
R-HSA-6803157,participant,LYMPHOKINE
R-HSA-2559580,participant,TP53
R-HSA-6804757,participant,TP53
R-HSA-6804754,participant,TP53
R-HSA-9833482,participant,TP53
R-HSA-69541,participant,TP53
R-HSA-2559586,participant,TP53
R-HSA-69473,participant,TP53
R-HSA-6804759,participant,TP53
R-HSA-70635,participant,TP53
R-HSA-6804760,participant,TP53
R-HSA-8941855,participant,TP53
R-HSA-8853884,participant,TP53
R-HSA-3232118,participant,TP53
R-HSA-6803204,participant,TP63
R-HSA-6804759,participant,TP63
R-HSA-139915,participant,TP63
R-HSA-6803205,participant,TP63
R-HSA-114508,participant,TRPC6
R-HSA-139853,participant,TRPC6
