dependency_fraction,mean_gene_effect,n_models,source,target_id,updated_at
0.0008278145695364238,-0.07748286367838524,1208,DepMap,GRIA1,2026-05-26 11:14:34.585491+00:00
0.0,0.12783331559348,1208,DepMap,GRIA2,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.015602770334273253,1208,DepMap,GRIN1,2026-05-26 11:14:34.585491+00:00
0.0,0.08072619173321599,1208,DepMap,GRIN2B,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,-0.04911132632427017,1208,DepMap,GRK3,2026-05-26 11:14:34.585491+00:00
0.018211920529801324,-0.11276378505419885,1208,DepMap,GRK6,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,0.011511073268376337,1208,DepMap,GRM1,2026-05-26 11:14:34.585491+00:00
0.0,0.01990446948966615,1208,DepMap,GRM4,2026-05-26 11:14:34.585491+00:00
0.0024834437086092716,-0.01051076694639865,1208,DepMap,GRM5,2026-05-26 11:14:34.585491+00:00
0.0,-0.01080653141137995,1208,DepMap,GRM8,2026-05-26 11:14:34.585491+00:00
0.024834437086092714,0.008850830389404254,1208,DepMap,GSK3B,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.01921456026663759,1208,DepMap,HAVCR2,2026-05-26 11:14:34.585491+00:00
0.04470198675496689,-0.13227099168004197,1208,DepMap,HDAC1,2026-05-26 11:14:34.585491+00:00
0.03145695364238411,-0.026678097486283393,1208,DepMap,HDAC2,2026-05-26 11:14:34.585491+00:00
0.0,0.028038763545923353,1208,DepMap,HDAC6,2026-05-26 11:14:34.585491+00:00
0.058774834437086095,-0.21656495780199006,1208,DepMap,HEATR6,2026-05-26 11:14:34.585491+00:00
0.0,0.153796223255975,1208,DepMap,HIF1A,2026-05-26 11:14:34.585491+00:00
0.0,0.07694429941348988,1208,DepMap,HINT1,2026-05-26 11:14:34.585491+00:00
0.8443708609271523,-0.8187740853233776,1208,DepMap,HMGCR,2026-05-26 11:14:34.585491+00:00
0.9254966887417219,-1.33317588760458,1208,DepMap,HNRNPH1,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,0.018245198801628205,1208,DepMap,HRG,2026-05-26 11:14:34.585491+00:00
0.0,0.08290580204112684,1208,DepMap,HRH1,2026-05-26 11:14:34.585491+00:00
0.004966887417218543,-0.052648147157903946,1208,DepMap,HRH3,2026-05-26 11:14:34.585491+00:00
0.013245033112582781,-0.1653841813489004,1208,DepMap,HSD11B1,2026-05-26 11:14:34.585491+00:00
0.4602649006622517,-0.5036004923165435,1208,DepMap,HSD17B10,2026-05-26 11:14:34.585491+00:00
0.0,-0.014429132916808614,1208,DepMap,HTR1A,2026-05-26 11:14:34.585491+00:00
0.0,0.04256474531199308,1208,DepMap,HTR2A,2026-05-26 11:14:34.585491+00:00
0.0,0.14951028931549754,1208,DepMap,HTR3A,2026-05-26 11:14:34.585491+00:00
0.0074503311258278145,-0.09541524181038724,1208,DepMap,IDH1,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,-0.01955748214049937,1208,DepMap,IDH2,2026-05-26 11:14:34.585491+00:00
0.0347682119205298,-0.07602328267920196,1208,DepMap,IKBKB,2026-05-26 11:14:34.585491+00:00
0.0,0.04733502569488702,1208,DepMap,IL2,2026-05-26 11:14:34.585491+00:00
0.0,0.0964522552128002,1208,DepMap,IL6,2026-05-26 11:14:34.585491+00:00
0.12086092715231789,-0.306800292350609,1208,DepMap,INS,2026-05-26 11:14:34.585491+00:00
0.008278145695364239,-0.06529658500932219,1208,DepMap,INSR,2026-05-26 11:14:34.585491+00:00
0.019867549668874173,-0.21786296901309632,1208,DepMap,ITGA2B,2026-05-26 11:14:34.585491+00:00
0.03228476821192053,-0.11429808723021506,1208,DepMap,ITGB3,2026-05-26 11:14:34.585491+00:00
0.1879139072847682,-0.28395443683009247,1208,DepMap,JUN,2026-05-26 11:14:34.585491+00:00
0.0016556291390728477,0.04358944763864338,1208,DepMap,KCNA5,2026-05-26 11:14:34.585491+00:00
0.0033112582781456954,-0.007919540626641417,1208,DepMap,KCNH2,2026-05-26 11:14:34.585491+00:00
0.0,0.09985455754923593,1208,DepMap,KCNJ1,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,-0.015151023371684473,1208,DepMap,KCNJ11,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.018061311590713683,1208,DepMap,KCNMA1,2026-05-26 11:14:34.585491+00:00
0.01076158940397351,-0.11030268107028822,1208,DepMap,KDR,2026-05-26 11:14:34.585491+00:00
0.004966887417218543,-0.054385511645497486,1208,DepMap,KIT,2026-05-26 11:14:34.585491+00:00
0.2673841059602649,-0.40119566782364735,1208,DepMap,KLF5,2026-05-26 11:14:34.585491+00:00
0.0,0.05269487100926735,1208,DepMap,KLK1,2026-05-26 11:14:34.585491+00:00
0.5240066225165563,-0.7249016171992901,1208,DepMap,KRAS,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,-0.008093533991959756,1208,DepMap,LAG3,2026-05-26 11:14:34.585491+00:00
0.0008278145695364238,0.022896957659464992,1208,DepMap,LATS1,2026-05-26 11:14:34.585491+00:00
