compound_count,data_sources,edge_count,id,kg_version,last_refresh_at,paper_count,patent_count,relation_count,subindication_count,target_count,therapy_areas
12756,"{""papers"":35430,""patents"":14305,""targets"":363,""compounds"":12756,""clinical_trials"":18325,""chembl_activities"":16043,""semantic_relations"":13704}",736412,1,24,2026-05-27 14:23:30.665135+00:00,35430,14305,13704,81,363,"[""biological_process"",""cancer or benign tumor"",""cardiovascular disease"",""disorder of ear"",""disorder of visual system"",""endocrine system disease"",""gastrointestinal disease"",""genetic, familial or congenital disease"",""hematologic disease"",""immune system disease"",""infectious disease"",""injury, poisoning or other complication"",""integumentary system disease"",""medical procedure"",""musculoskeletal or connective tissue disease"",""nervous system disease"",""nutritional or metabolic disease"",""oncology"",""phenotype"",""pregnancy or perinatal disease"",""psychiatric disorder"",""reproductive system or breast disease"",""respiratory or thoracic disease"",""urinary system disease""]"
