association_score,evidence_type,indication_id,source_doc_id,target_id
0.11735292287382144,open_targets_literature,breast_cancer,,ADIPOQ
0.5,clinical_trial_phase2,melanoma,,AKT1
0.25,clinical_trial_phase1,solid_tumors,,AKT1
0.139780660642224,open_targets_literature,diabetes_mellitus,,ADIPOQ
0.13143676033626486,open_targets_literature,metabolic_syndrome,,ADIPOQ
0.75,clinical_trial_phase1,breast_cancer_metastatic,,BREAST CAN
0.5,clinical_trial_phase2,advanced_cancers,,BRCA2
0.1312074838814362,open_targets_animal_model,type_1_diabetes_mellitus,,ADIPOQ
0.5,clinical_trial_phase2,renal_cell_carcinoma,,CHEK1
0.11836510188052533,open_targets_literature,polycystic_ovary_syndrome,,ADIPOQ
0.11599935307074745,open_targets_literature,chronic_kidney_disease,,ADIPOQ
0.11591257477101462,open_targets_literature,alzheimer_disease,,ADIPOQ
0.5,clinical_trial_phase2,er-positive_breast_cancer,,AKT1
0.11471996616315261,open_targets_literature,myeloid_sarcoma,,ADIPOQ
0.5,clinical_trial_phase2,her2-negative_breast_cancer,,AKT1
0.25,clinical_trial_phase1,cervical_cancer,,AXL
0.3722235721611247,open_targets_somatic_mutation,undifferentiated_pleomorphic_sarcoma,,ALK
0.25,clinical_trial_phase1,glioblastoma,,AKT1
0.11320788835370683,open_targets_animal_model,mody,,ADIPOQ
0.25,clinical_trial_phase1,advanced_solid_malignancy,,AKT1
0.28017763408190316,open_targets_literature,glioblastoma_multiforme,,AGTR1
0.25,clinical_trial_phase1,safety_and_tolerability,,AKT1
0.27752813528031667,open_targets_literature,breast_cancer,,AGTR1
0.25,clinical_trial_phase1,pharmacokinetics,,AKT1
0.27708905530912514,open_targets_literature,parkinson_disease,,AGTR1
0.25,clinical_trial_phase1,tumour_response,,AKT1
0.5,clinical_trial_phase2,metastatic_breast_cancer,,AKT1
0.2768985851832055,open_targets_affected_pathway,alzheimer_disease,,AGTR1
0.5,clinical_trial_phase2,diffuse_intrinsic_pontine_glioma,,AKT1
0.5,clinical_trial_phase2,recurrent_diffuse_intrinsic_pontine_glioma,,AKT1
0.5,clinical_trial_phase2,"recurrent_diffuse_midline_glioma,_h3_k27m-mutant",,AKT1
0.5,clinical_trial_phase2,advanced_breast_cancer,,AKT1
0.25,clinical_trial_phase1,urothelial_carcinoma,,AXL
0.25,clinical_trial_phase1,aml,,AXL
0.2737151008139261,open_targets_animal_model,metabolic_syndrome_x,,AGTR1
0.26482527179529736,open_targets_clinical,non-alcoholic_steatohepatitis,,AGTR1
0.25,clinical_trial_phase1,neoplasm_metastasis,,AXL
0.26458576593953986,open_targets_clinical,acute_kidney_injury,,AGTR1
0.2640682315688602,open_targets_clinical,hypercholesterolemia,,AGTR1
0.26265779799873135,open_targets_clinical,myocardial_ischemia,,AGTR1
0.26192242361736173,open_targets_clinical,chronic_hepatitis_c_virus_infection,,AGTR1
0.3695798546847018,open_targets_genetic_association,x-linked_non-syndromic_intellectual_disability,,AGTR2
0.3310772838640976,open_targets_genetic_association,type_2_diabetes_mellitus,,AGTR2
0.29410286519406287,open_targets_genetic_association,inguinal_hernia,,AGTR2
0.44695109867239974,clinical_trial_phase1,endometrial_cancer,,AKT1
0.39723883811126837,clinical_trial_phase1,ovarian_cancer,,AKT1
0.37089843347736023,open_targets_somatic_mutation,large_cell_lung_carcinoma,,ALK
0.37045760683957796,open_targets_somatic_mutation,kidney_neoplasm,,ALK
0.3695798546847018,open_targets_somatic_mutation,lymphoepithelioma-like_lung_carcinoma,,ALK
0.3239429365661314,open_targets_genetic_association,jaw_disease,,ALK
0.3161600291219557,open_targets_genetic_association,smoking_initiation,,ALK
0.3118266573969113,open_targets_literature,melanoma,,ALK
0.31112621222653225,open_targets_literature,small_cell_lung_carcinoma,,ALK
0.25,clinical_trial_phase1,advanced_solid_tumors,,BRCA2
0.3100116368997693,open_targets_genetic_association,rhabdomyosarcoma,,ALK
0.307558830857594,open_targets_literature,diffuse_large_b-cell_lymphoma,,ALK
0.25,clinical_trial_phase1,refractory_solid_tumors,,BRCA2
0.30284111329415403,open_targets_literature,papillary_thyroid_carcinoma,,ALK
0.25,clinical_trial_phase1,non-hodgkin_lymphoma,,BRCA2
0.3021391712319077,open_targets_somatic_mutation,multiple_myeloma,,ALK
0.25,clinical_trial_phase1,hgsoc,,BRCA2
0.10394854160717971,open_targets_genetic_association,coronary_atherosclerosis,,ALOX12
0.10138561170336804,open_targets_literature,esophageal_squamous_cell_carcinoma,,ALOX12
0.25,clinical_trial_phase1,primary_peritoneal_cancer,,BRCA2
0.75,clinical_trial_phase3,advanced_breast_cancer,,BRCA2
0.25,clinical_trial_phase1,acute_graft_versus_host_disease,,BRD4
0.25,clinical_trial_phase1,"solid_tumor,_childhood",,BRD4
0.25,clinical_trial_phase1,lymphoma,,BRD4
0.25,clinical_trial_phase1,non-hodgkin's_lymphoma,,BRD4
0.25,clinical_trial_phase1,brain_metastases,,BREAST CAN
0.25,clinical_trial_phase1,hr+_metastatic_breast_cancer,,BREAST CAN
0.5,clinical_trial_phase2,her2-positive_breast_cancer,,BREAST CAN
0.5,clinical_trial_phase2,pancreatic_cancer,,CHEK1
0.5,clinical_trial_phase2,sarcoma,,CHEK1
0.5,clinical_trial_phase2,renal_cancer,,CHEK1
0.5,clinical_trial_phase2,refractory_cancer,,CHEK1
0.25,clinical_trial_phase1,tumor,,AKT2
0.3695798546847018,open_targets_clinical,recurrent_thrombophlebitis,,ADORA1
0.3695798546847018,open_targets_clinical,orthostatic_hypotension,,ADORA1
0.35957247603098774,open_targets_clinical,congestive_heart_failure,,ADORA1
0.5129412408694101,open_targets_clinical,coronary_atherosclerosis,,HMGCR
0.12465242815589767,open_targets_literature,coronary_artery_disease,,ADIPOQ
0.25,clinical_trial_phase1,solid_tumors,,AKT2
0.322664681340097,open_targets_clinical,cardiac_arrhythmia,,ADORA1
0.5,clinical_trial_phase2,stage_iiib_lung_cancer,,ALK
0.1203459817469074,open_targets_literature,rheumatoid_arthritis,,ADIPOQ
0.1151358433379706,open_targets_literature,psoriasis,,ADIPOQ
0.1134376730152424,open_targets_literature,chronic_obstructive_pulmonary_disease,,ADIPOQ
0.1116973804607372,open_targets_literature,hepatocellular_carcinoma,,ADIPOQ
0.11151606151293166,open_targets_literature,atrial_fibrillation,,ADIPOQ
0.5,clinical_trial_phase2,recurrent_who_grade_iii_glioma,,AKT1
0.10383143971854018,open_targets_literature,microphthalmia_with_limb_anomalies,,ADIPOQ
0.5,clinical_trial_phase2,advanced_hepatocellular_carcinoma_(hcc),,AKT1
0.1037407913821532,open_targets_literature,hypertension,,ADIPOQ
0.103529811945206,open_targets_literature,covid-19,,ADIPOQ
0.10283636604853323,open_targets_literature,insulin_resistance,,ADIPOQ
0.10280996717545933,open_targets_literature,colorectal_cancer,,ADIPOQ
0.10277397925303229,open_targets_literature,cancer,,ADIPOQ
0.10247565815525084,open_targets_literature,cirrhosis_of_liver,,ADIPOQ
0.10162878165847017,open_targets_literature,colorectal_carcinoma,,ADIPOQ
0.10151277140841691,open_targets_literature,non-small_cell_lung_carcinoma,,ADIPOQ
0.25,clinical_trial_phase1,invasive_breast_carcinoma,,AKT1
0.7232344154541454,open_targets_clinical,asthma,,ADORA1
0.25,clinical_trial_phase1,recurrent_breast_carcinoma,,AKT1
0.25,clinical_trial_phase1,stage_iv_breast_cancer_ajcc_v6_and_v7,,AKT1
0.25,clinical_trial_phase1,advanced_solid_tumors,,AKT1
0.6077004261537224,open_targets_clinical,migraine_disorder,,ADORA1
0.5868213846274001,open_targets_clinical,paroxysmal_tachycardia,,ADORA1
0.5713320407741079,open_targets_clinical,apnea,,ADORA1
0.25,clinical_trial_phase1,breast_neoplasms,,AKT1
0.571128148165084,open_targets_clinical,pain,,ADORA1
0.25,clinical_trial_phase1,er_positive_breast_cancer,,AKT1
0.5659706525273944,open_targets_clinical,chronic_obstructive_pulmonary_disease,,ADORA1
0.25,clinical_trial_phase1,solid_tumor,,AKT1
0.5645044200773564,open_targets_clinical,wolff-parkinson-white_syndrome,,ADORA1
0.25,clinical_trial_phase1,malignant_lymphoma,,AKT1
0.5518802510614682,open_targets_clinical,airway_obstruction,,ADORA1
0.25,clinical_trial_phase1,tumor,,AKT1
0.5433512825829698,open_targets_clinical,hepatic_veno-occlusive_disease,,ADORA1
0.5295566012278048,open_targets_clinical,headache,,ADORA1
0.4619748183558772,open_targets_clinical,chronic_bronchitis,,ADORA1
0.3914018584826647,open_targets_genetic_association,childhood_onset_asthma,,ADORA1
0.6092890620635671,clinical_trial_phase2,lung_cancer,,ALK
0.3742285019596755,open_targets_clinical,cardiovascular_disease,,ADORA1
0.25,clinical_trial_phase1,ovarian_cancer,,AKT2
0.25,clinical_trial_phase1,endometrial_cancer,,AKT2
0.37078483900257997,open_targets_clinical,paroxysmal_supraventricular_tachycardia,,ADORA1
0.25,clinical_trial_phase1,solid_tumor,,AKT2
0.3704114093577423,open_targets_clinical,drug_dependence,,ADORA1
0.25,clinical_trial_phase1,malignant_lymphoma,,AKT2
0.3695798546847018,open_targets_clinical,cough,,ADORA1
0.3589511452014833,open_targets_genetic_association,lower_respiratory_tract_disease,,ADORA1
0.33336452503967146,open_targets_clinical,acute_kidney_injury,,ADORA1
0.3233823728491141,open_targets_clinical,premature_birth,,ADORA1
0.25,clinical_trial_phase1,solid_tumors,,AKT3
0.3168184352425592,open_targets_clinical,parkinson_disease,,ADORA1
0.25,clinical_trial_phase1,ovarian_cancer,,AKT3
0.30173505847887366,open_targets_clinical,heart_failure,,ADORA1
0.25,clinical_trial_phase1,endometrial_cancer,,AKT3
0.5,clinical_trial_phase2,peritoneal_cancer,,PARP2
0.29736805752214085,open_targets_clinical,coronary_artery_disease,,ADORA1
0.25,clinical_trial_phase1,solid_tumor,,AKT3
0.28963032192422944,open_targets_genetic_association,chronic_obstructive_asthma,,ADORA1
0.25,clinical_trial_phase1,malignant_lymphoma,,AKT3
0.28585975149154225,open_targets_clinical,ocular_hypertension,,ADORA1
0.25,clinical_trial_phase1,tumor,,AKT3
0.28576735652787105,open_targets_clinical,open-angle_glaucoma,,ADORA1
0.2855620343863796,open_targets_clinical,angina_pectoris,,ADORA1
0.28427706846042133,open_targets_clinical,obesity,,ADORA1
0.2800451536281555,open_targets_clinical,myocardial_ischemia,,ADORA1
0.27955636174775317,open_targets_clinical,arrhythmia,,ADORA1
0.27718489101352634,open_targets_clinical,hypoxia,,ADORA1
0.26271504609088214,open_targets_clinical,alzheimer_disease,,ADORA1
0.5,clinical_trial_phase2,melanoma,,AKT2
0.5,clinical_trial_phase2,melanoma,,AKT3
0.5,clinical_trial_phase2,lung_non-squamous_non-small_cell_carcinoma,,ALK
0.5,clinical_trial_phase2,stage_iv_lung_cancer_ajcc_v8,,ALK
0.5,clinical_trial_phase2,stage_iva_lung_cancer_ajcc_v8,,ALK
0.5,clinical_trial_phase2,stage_ivb_lung_cancer_ajcc_v8,,ALK
0.5,clinical_trial_phase2,stage_iv_lung_cancer,,ALK
0.25,clinical_trial_phase1,advanced_solid_tumors,,ALK
0.19366854640043718,open_targets_genetic_association,genetic_disorder,,ATXN2
0.49006821784214083,open_targets_affected_pathway,lysosomal_storage_disease,,HMGCR
0.5,clinical_trial_phase2,ann_arbor_stage_iii_non-hodgkin_lymphoma,,ALK
0.5,clinical_trial_phase1,"carcinoma,_non-small-cell_lung",,ALK
0.25,clinical_trial_phase1,bioequivalency,,ALK
0.25870589827929125,open_targets_clinical,acute_myocardial_infarction,,ADORA1
0.25870589827929125,open_targets_clinical,neck_pain,,ADORA1
0.25870589827929125,open_targets_clinical,ventricular_tachycardia,,ADORA1
0.25870589827929125,open_targets_clinical,intermittent_vascular_claudication,,ADORA1
0.0,clinical_trial_phase0,infection,,CA2
0.5511872888339344,open_targets_clinical,airway_obstruction,,ADORA2A
0.5433512825829698,open_targets_clinical,hepatic_veno-occlusive_disease,,ADORA2A
0.5316354879104063,open_targets_clinical,headache,,ADORA2A
0.5,clinical_trial_phase2,malignant_solid_tumor,,ALK
0.35376226430947066,open_targets_clinical,chronic_kidney_disease,,ADORA2A
0.5,clinical_trial_phase2,ann_arbor_stage_iv_non-hodgkin_lymphoma,,ALK
0.5,clinical_trial_phase2,histiocytic_sarcoma,,ALK
0.5,clinical_trial_phase2,juvenile_xanthogranuloma,,ALK
0.5092490244516953,open_targets_clinical,cardiovascular_disease,,ADORA2A
0.4619748183558772,open_targets_clinical,chronic_bronchitis,,ADORA2A
0.37304542875304897,open_targets_clinical,drug_dependence,,ADORA2A
0.3695798546847018,open_targets_clinical,paroxysmal_supraventricular_tachycardia,,ADORA2A
0.3695798546847018,open_targets_clinical,orthostatic_hypotension,,ADORA2A
0.3481097664609187,open_targets_literature,atrial_fibrillation,,ADORA2A
0.329703545480724,open_targets_clinical,acute_kidney_injury,,ADORA2A
0.327719803088122,open_targets_clinical,"hepatitis,_alcoholic",,ADORA2A
0.5,clinical_trial_phase2,advanced_lymphoma,,ALK
0.5,clinical_trial_phase2,advanced_malignant_solid_neoplasm,,ALK
0.3695798546847018,open_targets_genetic_association,non-syndromic_x-linked_intellectual_disability,,AGTR2
0.3750703159918703,open_targets_somatic_mutation,lymphomatoid_papulosis,,ALK
0.37468715518015255,open_targets_somatic_mutation,spitz_nevus,,ALK
0.37296705405288705,open_targets_somatic_mutation,melanocytic_neoplasm,,ALK
0.25,clinical_trial_phase1,non-small_cell_lung_cancer_metastatic,,ALK
0.25,clinical_trial_phase1,non-small_cell_lung_cancer_stage_iiib,,ALK
0.25,clinical_trial_phase1,"lymphoma,_large-cell,_anaplastic",,ALK
0.37246658133300153,open_targets_somatic_mutation,adenosquamous_lung_carcinoma,,ALK
0.25,clinical_trial_phase1,non-small_cell_lung_cancer(nsclc),,ALK
0.25,clinical_trial_phase1,alk-positive_nsclc,,ALK
0.25,clinical_trial_phase1,braf-mutated_melanoma,,AXL
0.25,clinical_trial_phase1,renal_cell_carcinoma,,AXL
0.25,clinical_trial_phase1,"thyroid_carcinoma,_medullary",,AXL
0.25,clinical_trial_phase1,gastric_adenocarcinoma,,AXL
0.25,clinical_trial_phase1,advanced_or_metastatic_solid_tumors,,AXL
0.5,clinical_trial_phase2,refractory_cutaneous_melanoma,,AXL
0.25,clinical_trial_phase1,advanced_malignant_solid_tumors,,AXL
0.37226861498821295,open_targets_somatic_mutation,unspecified_peripheral_t-cell_lymphoma,,ALK
0.3695798546847018,open_targets_somatic_mutation,hemangioblastoma,,ALK
0.3695798546847018,open_targets_somatic_mutation,acinar_lung_adenocarcinoma,,ALK
0.3695798546847018,open_targets_somatic_mutation,carcinoma_of_liver_and_intrahepatic_biliary_tract,,ALK
0.3695798546847018,open_targets_genetic_literature,"neuroblastoma,_susceptibility_to,_1",,ALK
0.3695798546847018,open_targets_somatic_mutation,esophageal_adenocarcinoma,,ALK
0.3420950567757764,open_targets_affected_pathway,colorectal_adenocarcinoma,,ALK
0.3388429184992095,open_targets_affected_pathway,glioma,,ALK
0.3332590835456803,open_targets_literature,squamous_cell_carcinoma,,ALK
0.329655158737889,open_targets_affected_pathway,acute_myeloid_leukemia,,ALK
0.32533105601958484,open_targets_affected_pathway,thyroid_carcinoma,,ALK
0.6099824426049537,open_targets_clinical,ulcerative_colitis,,ALOX5
0.5912582228039573,open_targets_clinical,rheumatoid_arthritis,,ALOX5
0.5409211817593593,open_targets_clinical,juvenile_idiopathic_arthritis,,ALOX5
0.5316098226427198,open_targets_clinical,proctitis,,ALOX5
0.5,clinical_trial_phase2,her2/neu_negative,,BRCA2
0.5,clinical_trial_phase2,triple-negative_breast_cancer,,BRCA2
0.25,clinical_trial_phase1,steroid_refractory_graft_versus_host_disease,,BRD4
0.3695798546847018,open_targets_clinical,dysmenorrhea,,ALOX5
0.25,clinical_trial_phase1,"brain_tumor,_pediatric",,BRD4
0.26291043577211837,open_targets_clinical,chronic_obstructive_pulmonary_disease,,ALOX5
0.25,clinical_trial_phase1,"carcinoma,_midline",,BRD4
0.11087395640541053,open_targets_somatic_mutation,breast_ductal_adenocarcinoma,,ALOX5
0.2091596054324277,open_targets_genetic_association,diabetes_mellitus,,ANGPTL3
0.75,clinical_trial_phase3,non_hodgkin_lymphoma,,BREAST CAN
0.75,clinical_trial_phase3,locally_advanced_or_metastatic_breast_cancer,,BREAST CAN
0.25,clinical_trial_phase1,estrogen_receptor_negative_breast_cancer,,BREAST CAN
0.25,clinical_trial_phase1,triple_negative_breast_cancer,,BREAST CAN
0.25,clinical_trial_phase1,metastatic_cancer,,BREAST CAN
0.25,clinical_trial_phase1,breast_neoplasms,,BREAST CAN
0.25,clinical_trial_phase1,endometrioid_ovarian_cancer,,BREAST CAN
0.25,clinical_trial_phase1,primary_peritoneal_cancer,,BREAST CAN
0.25,clinical_trial_phase1,fallopian_tube_cancer,,BREAST CAN
1.0,clinical_trial_phase4,axial_spondyloarthritis,,CA2
0.5,clinical_trial_phase2,refractory_acute_myeloid_leukemia,,CSF1R
1.0,clinical_trial_phase0,rheumatoid_arthritis,,CA2
0.4435112219345812,open_targets_clinical,heart_failure,,HMGCR
0.3697474429334979,open_targets_clinical,hiv_infection,,HMGCR
0.0,clinical_trial_phase0,alk_gene_rearrangement_positive,,ALK
0.3695798546847018,open_targets_clinical,cough,,ADORA2A
0.25870589827929125,open_targets_clinical,migraine_without_aura,,ADORA1
0.25870589827929125,open_targets_clinical,migraine_with_aura,,ADORA1
0.25870589827929125,open_targets_clinical,back_pain,,ADORA1
0.5770207307133141,open_targets_affected_pathway,ovarian_carcinoma,,AKT1
0.4919778833691335,open_targets_literature,neoplasm,,AKT1
0.46953159695996,open_targets_genetic_association,meningioma,,AKT1
0.25870589827929125,open_targets_clinical,low_back_pain,,ADORA1
0.25870589827929125,open_targets_clinical,common_cold,,ADORA1
0.6090172565654923,open_targets_clinical,migraine_disorder,,ADORA2A
0.6079618027530665,open_targets_clinical,asthma,,ADORA2A
0.6059823423491659,open_targets_clinical,parkinson_disease,,ADORA2A
0.5731799400475315,open_targets_clinical,apnea,,ADORA2A
0.5718162981549266,open_targets_clinical,pain,,ADORA2A
0.5645044200773564,open_targets_clinical,wolff-parkinson-white_syndrome,,ADORA2A
0.25,clinical_trial_phase1,recurrent_childhood_anaplastic_large_cell_lymphoma,,ALK
0.3695798546847018,open_targets_clinical,recurrent_thrombophlebitis,,ADORA2A
0.25,clinical_trial_phase1,recurrent_malignant_solid_neoplasm,,ALK
0.24197590751835493,open_targets_genetic_association,hernia,,AGTR2
0.25,clinical_trial_phase1,recurrent_neuroblastoma,,ALK
0.10000927389831128,open_targets_literature,neoplasm,,AKR1B1
0.25,clinical_trial_phase1,refractory_anaplastic_large_cell_lymphoma,,ALK
0.25,clinical_trial_phase1,refractory_malignant_solid_neoplasm,,ALK
0.5,clinical_trial_phase2,uveal_melanoma,,ALK
1.0,clinical_trial_phase4,carcinoma,,ALK
0.5,clinical_trial_phase0,non-small_cell_lung_cancer,,ALK
1.0,clinical_trial_phase4,non-small-cell_lung,,ALK
0.5,clinical_trial_phase2,adenocarcinoma_of_the_lung,,ALK
0.5,clinical_trial_phase2,large_cell_lung_cancer,,ALK
0.5,clinical_trial_phase2,recurrent_non-small_cell_lung_cancer,,ALK
0.6169040048678299,open_targets_affected_pathway,colorectal_adenocarcinoma,,AKT1
0.47212099306580285,open_targets_affected_pathway,neurodegenerative_disease,,AKT1
0.5,clinical_trial_phase2,stage_iv_non-small_cell_lung_cancer,,ALK
0.46403496859002097,open_targets_clinical,breast_neoplasm,,AKT1
0.5,clinical_trial_phase2,adult_b_acute_lymphoblastic_leukemia_with_t(9;22)(q34.1;q11.2);_bcr-abl1,,BACE2
0.5,clinical_trial_phase2,childhood_b_acute_lymphoblastic_leukemia_with_t(9;22)(q34.1;q11.2);_bcr-abl1,,BACE2
0.5,clinical_trial_phase2,small_lymphocytic_lymphoma_(sll),,BCL2
0.25,clinical_trial_phase1,metastatic_malignant_solid_neoplasm,,BCL2
0.25,clinical_trial_phase1,acute_myelogenous_leukemia,,BCL2
0.40795896552049477,open_targets_somatic_mutation,colon_carcinoma,,AKT1
0.38223694185604373,open_targets_somatic_mutation,prostate_carcinoma,,AKT1
0.3752011538570345,open_targets_somatic_mutation,lung_sclerosing_hemangioma,,AKT1
0.3716998057956015,open_targets_somatic_mutation,meningothelial_meningioma,,AKT1
0.36994943453938645,open_targets_somatic_mutation,female_breast_carcinoma,,AKT1
0.3695798546847018,open_targets_somatic_mutation,breast_carcinoma_by_gene_expression_profile,,AKT1
0.3695798546847018,open_targets_somatic_mutation,"nevus,_epidermal",,AKT1
0.5,clinical_trial_phase2,"aml,_adult",,BCL2
0.3695798546847018,open_targets_somatic_mutation,atypical_meningioma,,AKT1
0.25,clinical_trial_phase1,chronic_myelomonocytic_leukemia,,BCL2
0.25,clinical_trial_phase1,myelodysplastic_syndromes,,BCL2
0.25,clinical_trial_phase1,"lymphoma,_mantle-cell",,BCL2
0.25,clinical_trial_phase1,"recurrent_lymphoma,_mantle-cell",,BCL2
0.25,clinical_trial_phase1,high_risk_myelodysplastic_syndrome,,BCL2
0.25,clinical_trial_phase1,recurrent_acute_myeloid_leukemia,,BCL2
0.25,clinical_trial_phase1,refractory_acute_myeloid_leukemia,,BCL2
0.3695798546847018,open_targets_somatic_mutation,lobular_breast_carcinoma,,AKT1
0.3538192915800003,open_targets_somatic_mutation,ovarian_neoplasm,,AKT1
0.25,clinical_trial_phase1,recurrent_chronic_lymphocytic_leukemia/small_lymphocytic_lymphoma,,BCL2
0.29416564439888426,open_targets_literature,papillary_thyroid_carcinoma,,AKT2
0.25,clinical_trial_phase1,recurrent_diffuse_large_b-cell_lymphoma,,BCL2
0.2811116769695513,open_targets_somatic_mutation,thyroid_carcinoma,,AKT2
0.2809885503670992,open_targets_somatic_mutation,acute_myeloid_leukemia,,AKT2
0.2803382575010772,open_targets_somatic_mutation,pancreatic_ductal_adenocarcinoma,,AKT2
0.5,clinical_trial_phase2,chronic_lymphocytic_leukemia_(cll),,BCL2
0.25,clinical_trial_phase1,refractory_malignant_solid_neoplasm,,BCL2
0.25,clinical_trial_phase1,unresectable_malignant_solid_neoplasm,,BCL2
0.5,clinical_trial_phase2,aml_(acute_myeloid_leukemia),,BCL2
0.28029543425600756,open_targets_somatic_mutation,breast_carcinoma,,AKT2
0.2797947920845602,open_targets_somatic_mutation,chronic_lymphocytic_leukemia,,AKT2
0.278750472342399,open_targets_somatic_mutation,merkel_cell_skin_cancer,,AKT2
0.2785157546233279,open_targets_somatic_mutation,pancreatic_carcinoma,,AKT2
0.2780164456865669,open_targets_somatic_mutation,squamous_cell_lung_carcinoma,,AKT2
0.3713764234227524,open_targets_somatic_mutation,bronchoalveolar_adenocarcinoma,,ALK
0.25,clinical_trial_phase1,metastatic_malignant_neoplasm_in_the_central_nervous_system,,BRAF
0.19283728904136177,open_targets_genetic_association,inherited_retinal_dystrophy,,ATXN2
0.1847899273423509,open_targets_genetic_association,hereditary_late-onset_parkinson_disease,,ATXN2
0.3166405097944168,clinical_trial_phase1,myelodysplastic_syndrome,,BCL2
0.4293644653066155,open_targets_genetic_association,diabetes_mellitus,,HMGCR
0.0,clinical_trial_phase0,malignant_skin_neoplasm,,APP
0.5847666078996664,open_targets_clinical,sepsis,,ADRA1A
0.40338191046502536,open_targets_clinical,coronary_artery_disease,,ADORA2A
0.3903127834488994,open_targets_clinical,attention_deficit_hyperactivity_disorder,,ADORA2A
0.5,clinical_trial_phase2,postoperative_cognitive_decline,,APP
0.3233823728491141,open_targets_clinical,premature_birth,,ADORA2A
0.25,clinical_trial_phase1,mass_balance_study,,APP
0.3233823728491141,open_targets_clinical,neonatal_sepsis,,ADORA2A
0.25870589827929125,open_targets_clinical,avascular_necrosis,,ADORA2A
0.5767435807185951,clinical_trial_phase2,asthma,,ALOX5
0.5,clinical_trial_phase2,postoperative_delirium,,APP
0.3156750929628768,open_targets_clinical,diabetic_nephropathy,,ADORA2A
0.30027996058140327,open_targets_literature,obesity,,ADORA2A
0.5,clinical_trial_phase2,bladder_carcinoma,,ALK
0.5,clinical_trial_phase2,breast_carcinoma,,ALK
0.5,clinical_trial_phase2,cervical_carcinoma,,ALK
0.28385530144175003,open_targets_literature,alzheimer_disease,,ADORA2A
0.28270933124906306,open_targets_clinical,myocardial_ischemia,,ADORA2A
0.27755447086821106,open_targets_clinical,hypoxia,,ADORA2A
0.27718489101352634,open_targets_clinical,osteonecrosis,,ADORA2A
0.27718489101352634,open_targets_clinical,necrotizing_enterocolitis,,ADORA2A
0.2725651428299675,open_targets_clinical,chronic_renal_failure_syndrome,,ADORA2A
0.2725651428299675,open_targets_clinical,angina_pectoris,,ADORA2A
0.26424875593819525,open_targets_clinical,hypertension,,ADORA2A
0.26403657437776434,open_targets_clinical,glomerulonephritis,,ADORA2A
0.26124162672671125,open_targets_clinical,cirrhosis_of_liver,,ADORA2A
0.26064619251638593,open_targets_clinical,migraine_with_aura,,ADORA2A
0.26041007205367067,open_targets_clinical,bronchopulmonary_dysplasia,,ADORA2A
0.25907547813397597,open_targets_clinical,low_back_pain,,ADORA2A
0.25870589827929125,open_targets_clinical,back_pain,,ADORA2A
0.25870589827929125,open_targets_clinical,endometriosis,,ADORA2A
0.25870589827929125,open_targets_clinical,brachial_plexus_neuropathy,,ADORA2A
0.25870589827929125,open_targets_clinical,acute_myocardial_infarction,,ADORA2A
0.6185760789251907,open_targets_clinical,benign_prostatic_hyperplasia,,ADRA1A
0.6092189801331681,open_targets_clinical,myocardial_infarction,,ADRA1A
0.5,clinical_trial_phase2,atherosclerosis,,ALOX5
0.6059709736708522,open_targets_clinical,nasal_congestion,,ADRA1A
0.5,clinical_trial_phase2,"osteoarthritis,_knee",,ALOX5
0.25,clinical_trial_phase1,coronary_artery_disease,,ALOX5
0.6046024706852098,open_targets_clinical,common_cold,,ADRA1A
0.25,clinical_trial_phase1,chronic_kidney_disease,,ALOX5
0.5767367656762503,clinical_trial_phase2,hyperlipidemia,,APOB
0.5,clinical_trial_phase2,acute_coronary_syndrome,,ALOX5
0.6033970442895156,open_targets_clinical,seasonal_allergic_rhinitis,,ADRA1A
0.6030936326406171,open_targets_clinical,headache,,ADRA1A
0.6011718816066886,open_targets_clinical,asthma,,ADRA1A
0.601026659824926,open_targets_clinical,cough,,ADRA1A
0.5940417725633762,open_targets_clinical,sinusitis,,ADRA1A
0.0,clinical_trial_phase0,"hypercholesterolemia,_familial",,ANGPTL3
0.5920962424362767,open_targets_clinical,heart_failure,,ADRA1A
0.591554480080323,open_targets_clinical,cardiovascular_disease,,ADRA1A
0.5908867137987062,open_targets_clinical,congestive_heart_failure,,ADRA1A
0.5907478292955455,open_targets_clinical,hemorrhoid,,ADRA1A
0.5907478292955455,open_targets_clinical,fever,,ADRA1A
0.5902607779393171,open_targets_clinical,pruritus,,ADRA1A
0.5879620631912417,open_targets_clinical,pharyngitis,,ADRA1A
0.5876975794534971,open_targets_clinical,hypotension,,ADRA1A
0.5870495203401683,open_targets_clinical,sudden_cardiac_arrest,,ADRA1A
0.5824527144723481,open_targets_clinical,pain,,ADRA1A
0.25,clinical_trial_phase1,nash_(nonalcoholic_steatohepatitis),,APOB
0.5715129404104553,open_targets_clinical,migraine_disorder,,ADRA1A
0.25,clinical_trial_phase1,nafld_(nonalcoholic_fatty_liver_disease),,APOB
0.5691182296408556,open_targets_clinical,septic_shock,,ADRA1A
1.0,clinical_trial_phase4,alzheimer_disease,,APP
0.0,clinical_trial_phase0,"hypercholesterolemia,_familial",,APOB
0.569067134332723,open_targets_clinical,eye_allergy,,ADRA1A
0.5675403958817657,open_targets_clinical,allergic_disease,,ADRA1A
0.0,clinical_trial_phase0,"hypercholesterolemia,_familial,_2",,APOB
