confidence,context_type,mention_count,paper_id,target_id
1.0,,,32584611,ACE
1.0,,,33976340,ACE
1.0,,,38284547,ACE
1.0,,,33457354,ACE
1.0,,,35095487,ACE
1.0,,,34906063,ACE
1.0,,,35801591,ACE
1.0,,,39495586,ACE
1.0,,,41403993,ACE
1.0,,,34614428,ACE
1.0,,,38785988,ACE
1.0,,,41421065,ACE
1.0,,,38474055,ACE
1.0,,,38748356,ACE
1.0,,,32347111,ACE
1.0,,,31843319,ACE
1.0,,,33278189,ACE
1.0,,,37517229,ACE
1.0,,,34781786,ACE
1.0,,,36143487,ACE
1.0,,,32496364,ACE
1.0,,,34256860,ACE
1.0,,,37509613,ACE
1.0,,,35148100,ACE
1.0,,,33486116,ACE
1.0,,,38022184,ACE
1.0,,,41368583,ACE
1.0,,,37324400,ACE
1.0,,,33190561,ACE
1.0,,,35368973,ACE
1.0,,,33548284,ACE
1.0,,,35306519,ACE
1.0,,,38299413,ACE
1.0,,,37082725,ACE
1.0,,,33550851,ACE
1.0,,,35330406,ACE
1.0,,,41450405,ACE
1.0,,,37427403,ACE
1.0,,,36707241,ACE
1.0,,,32274964,ACE
1.0,,,39200732,ACE
1.0,,,34385766,ACE
1.0,,,37799968,ACE
1.0,,,41085015,ACE
1.0,,,39364528,ACE
1.0,,,32301968,ACE
1.0,,,33251800,ACE
1.0,,,32590508,ACE
1.0,,,37023267,ACE
1.0,,,40520007,ACE
1.0,,,33739690,ACE
1.0,,,30991105,ACE
1.0,,,39684732,ACE
1.0,,,33486989,ACE
1.0,,,39627167,ACE
1.0,,,33642980,ACE
1.0,,,35804705,ACE
1.0,,,35159545,ACE
1.0,,,39942857,ACE
1.0,,,36349861,ACE
1.0,,,39250996,ACE
1.0,,,36925439,ACE
1.0,,,39641077,ACE
1.0,,,38435190,ACE
1.0,,,32128053,ACE
1.0,,,34555991,ACE
1.0,,,33389262,ACE2
1.0,,,32970989,ACE2
1.0,,,36470304,ACE2
1.0,,,40306315,ACE2
1.0,,,33063820,ACE2
1.0,,,37647387,ACE2
1.0,,,36579082,ACE2
1.0,,,32745604,ACE2
1.0,,,35151768,ACE2
1.0,,,34667599,ACE2
1.0,,,33072500,ACE2
1.0,,,38055802,ACE2
1.0,,,33635533,ACE2
1.0,,,33600934,ACE2
1.0,,,34934510,ACE2
1.0,,,36934742,ACE2
1.0,,,37059487,ACE2
1.0,,,39958440,ACE2
1.0,,,35817218,ACE2
1.0,,,37106412,ACE2
1.0,,,33475077,ACE2
1.0,,,36287912,ACE2
1.0,,,36562937,ACE2
1.0,,,32294179,ACE2
1.0,,,32244852,ACE2
1.0,,,39266903,ACE2
1.0,,,35118864,ACE2
1.0,,,40615762,ACE2
1.0,,,33617712,ACE2
1.0,,,37197279,ACE2
1.0,,,33514423,ACE2
1.0,,,36222740,ACE2
1.0,,,34958163,ACE2
1.0,,,35087423,ACE2
1.0,,,33881969,ACE2
1.0,,,39918873,ACE2
